 # Mon Nov 10 17:51:08 2008
 # MSTW 2008 NLO PDF grid for eigenvector   10.
 # distance(t),tolerance(T) =   2.80335687  2.9828285
 # mCharm = 1.40
 # mBottom = 4.75
 # alphaS(1GeV) = 0.49128
 # alphaS(MZ) = 0.12018
 # alphaSorder,alphaSnfmax = 1, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv
 -1.9868E+01  1.3214E+00  1.3260E+00  4.6641E-01  0.0000E+00  0.0000E+00  7.0266E-06  4.5845E-03 -7.6285E-04
 -2.0607E+01  1.1888E+00  1.1935E+00  3.4469E-01  0.0000E+00  0.0000E+00  1.4872E-05  4.7109E-03 -7.7521E-04
 -2.0826E+01  1.1075E+00  1.1123E+00  2.7129E-01  0.0000E+00  0.0000E+00  2.1318E-05  4.8056E-03 -7.8434E-04
 -2.0413E+01  1.0282E+00  1.0331E+00  2.0229E-01  0.0000E+00  0.0000E+00  3.0773E-05  4.9332E-03 -7.9648E-04
 -2.0413E+01  1.0282E+00  1.0331E+00  2.0229E-01 -1.0661E-07  0.0000E+00  3.0773E-05  4.9332E-03 -7.9648E-04
 -1.9175E+01  9.9408E-01  9.9907E-01  1.7637E-01 -3.0230E-02  0.0000E+00  3.9494E-05  5.0390E-03 -8.0638E-04
 -1.7159E+01  9.9297E-01  9.9805E-01  1.8284E-01 -2.5749E-02  0.0000E+00  4.8338E-05  5.1397E-03 -8.1567E-04
 -1.4644E+01  1.0196E+00  1.0247E+00  2.1575E-01  5.5459E-03  0.0000E+00  5.6312E-05  5.2256E-03 -8.2352E-04
 -1.1452E+01  1.0713E+00  1.0765E+00  2.7333E-01  6.1652E-02  0.0000E+00  6.4254E-05  5.3072E-03 -8.3090E-04
 -7.1179E+00  1.1567E+00  1.1620E+00  3.6472E-01  1.5156E-01  0.0000E+00  7.2994E-05  5.3931E-03 -8.3860E-04
 -2.4825E+00  1.2580E+00  1.2633E+00  4.7108E-01  2.5669E-01  0.0000E+00  8.0841E-05  5.4673E-03 -8.4517E-04
  2.8627E+00  1.3822E+00  1.3876E+00  6.0009E-01  3.8457E-01  0.0000E+00  8.8645E-05  5.5384E-03 -8.5143E-04
  7.7308E+00  1.4995E+00  1.5050E+00  7.2116E-01  5.0477E-01  0.0000E+00  9.4980E-05  5.5945E-03 -8.5633E-04
  2.7939E+01  2.0114E+00  2.0170E+00  1.2446E+00  1.0256E+00  0.0000E+00  1.1664E-04  5.7761E-03 -8.7198E-04
  2.7939E+01  2.0114E+00  2.0170E+00  1.2446E+00  1.0256E+00  5.1295E-08  1.1664E-04  5.7761E-03 -8.7198E-04
  3.2926E+01  2.1483E+00  2.1540E+00  1.3839E+00  1.1644E+00  1.5649E-01  1.2148E-04  5.8144E-03 -8.7522E-04
  4.9565E+01  2.6075E+00  2.6133E+00  1.8500E+00  1.6289E+00  6.1873E-01  1.3612E-04  5.9267E-03 -8.8466E-04
  7.0195E+01  3.1834E+00  3.1892E+00  2.4327E+00  2.2103E+00  1.1998E+00  1.5198E-04  6.0430E-03 -8.9432E-04
  9.2089E+01  3.7996E+00  3.8056E+00  3.0550E+00  2.8313E+00  1.8207E+00  1.6694E-04  6.1483E-03 -9.0295E-04
  1.1746E+02  4.5183E+00  4.5244E+00  3.7797E+00  3.5548E+00  2.5442E+00  1.8257E-04  6.2543E-03 -9.1153E-04
  1.4114E+02  5.1930E+00  5.1992E+00  4.4592E+00  4.2334E+00  3.2229E+00  1.9596E-04  6.3420E-03 -9.1856E-04
  1.7331E+02  6.1142E+00  6.1204E+00  5.3861E+00  5.1592E+00  4.1489E+00  2.1271E-04  6.4483E-03 -9.2697E-04
  2.0499E+02  7.0266E+00  7.0329E+00  6.3034E+00  6.0756E+00  5.0656E+00  2.2798E-04  6.5423E-03 -9.3433E-04
  2.3683E+02  7.9478E+00  7.9541E+00  7.2290E+00  7.0004E+00  5.9908E+00  2.4237E-04  6.6283E-03 -9.4100E-04
  2.8130E+02  9.2415E+00  9.2479E+00  8.5282E+00  8.2987E+00  7.2896E+00  2.6117E-04  6.7375E-03 -9.4937E-04
  3.2735E+02  1.0589E+01  1.0596E+01  9.8811E+00  9.6508E+00  8.6423E+00  2.7939E-04  6.8401E-03 -9.5714E-04
  3.7439E+02  1.1975E+01  1.1981E+01  1.1271E+01  1.1040E+01  1.0032E+01  2.9695E-04  6.9364E-03 -9.6435E-04
  4.2528E+02  1.3483E+01  1.3489E+01  1.2784E+01  1.2552E+01  1.1544E+01  3.1498E-04  7.0326E-03 -9.7148E-04
  4.7890E+02  1.5082E+01  1.5089E+01  1.4387E+01  1.4154E+01  1.3148E+01  3.3308E-04  7.1269E-03 -9.7840E-04
  5.3338E+02  1.6717E+01  1.6724E+01  1.6026E+01  1.5793E+01  1.4787E+01  3.5066E-04  7.2164E-03 -9.8488E-04
  5.8788E+02  1.8362E+01  1.8369E+01  1.7675E+01  1.7441E+01  1.6436E+01  3.6760E-04  7.3007E-03 -9.9095E-04
  6.4610E+02  2.0131E+01  2.0138E+01  1.9448E+01  1.9214E+01  1.8209E+01  3.8503E-04  7.3857E-03 -9.9699E-04
  7.0656E+02  2.1980E+01  2.1987E+01  2.1300E+01  2.1065E+01  2.0062E+01  4.0253E-04  7.4694E-03 -1.0029E-03
  7.6708E+02  2.3842E+01  2.3849E+01  2.3165E+01  2.2930E+01  2.1927E+01  4.1953E-04  7.5492E-03 -1.0085E-03
  8.2717E+02  2.5701E+01  2.5709E+01  2.5028E+01  2.4793E+01  2.3791E+01  4.3593E-04  7.6248E-03 -1.0137E-03
  8.9059E+02  2.7676E+01  2.7683E+01  2.7006E+01  2.6770E+01  2.5769E+01  4.5279E-04  7.7013E-03 -1.0190E-03
  9.5600E+02  2.9725E+01  2.9733E+01  2.9058E+01  2.8822E+01  2.7822E+01  4.6976E-04  7.7770E-03 -1.0241E-03
  1.0210E+03  3.1776E+01  3.1783E+01  3.1112E+01  3.0875E+01  2.9876E+01  4.8625E-04  7.8494E-03 -1.0290E-03
  1.0852E+03  3.3810E+01  3.3817E+01  3.3148E+01  3.2911E+01  3.1912E+01  5.0218E-04  7.9184E-03 -1.0336E-03
  1.1524E+03  3.5954E+01  3.5962E+01  3.5295E+01  3.5058E+01  3.4060E+01  5.1855E-04  7.9883E-03 -1.0383E-03
  1.2214E+03  3.8164E+01  3.8172E+01  3.7508E+01  3.7270E+01  3.6273E+01  5.3503E-04  8.0577E-03 -1.0428E-03
  1.2896E+03  4.0366E+01  4.0374E+01  3.9712E+01  3.9474E+01  3.8478E+01  5.5106E-04  8.1243E-03 -1.0472E-03
  1.3566E+03  4.2540E+01  4.2548E+01  4.1889E+01  4.1650E+01  4.0655E+01  5.6654E-04  8.1879E-03 -1.0513E-03
  1.4265E+03  4.4819E+01  4.4827E+01  4.4170E+01  4.3932E+01  4.2937E+01  5.8247E-04  8.2525E-03 -1.0555E-03
  1.4981E+03  4.7168E+01  4.7176E+01  4.6521E+01  4.6283E+01  4.5289E+01  5.9853E-04  8.3168E-03 -1.0596E-03
  1.5685E+03  4.9488E+01  4.9496E+01  4.8843E+01  4.8605E+01  4.7612E+01  6.1412E-04  8.3786E-03 -1.0635E-03
