 # Mon Nov 10 19:01:14 2008
 # MSTW 2008 NNLO PDF grid for eigenvector  -5.
 # distance(t),tolerance(T) =   3.8027  3.79017562
 # mCharm = 1.40
 # mBottom = 4.75
 # alphaS(1GeV) = 0.45077
 # alphaS(MZ) = 0.11707
 # alphaSorder,alphaSnfmax = 2, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv         xcv         xbv
 -2.6522E+01  6.8630E-01  6.9115E-01  2.9724E-01  0.0000E+00  0.0000E+00  1.0392E-07  4.8488E-03 -6.0446E-04  0.0000E+00  0.0000E+00
 -3.0273E+01  5.5084E-01  5.5581E-01  1.6499E-01  0.0000E+00  0.0000E+00  2.1782E-05  4.9930E-03 -5.9989E-04  0.0000E+00  0.0000E+00
 -3.3018E+01  4.6075E-01  4.6580E-01  7.7197E-02  0.0000E+00  0.0000E+00  3.7668E-05  5.0992E-03 -5.9706E-04  0.0000E+00  0.0000E+00
 -3.6348E+01  3.5922E-01  3.6438E-01 -2.1364E-02  0.0000E+00  0.0000E+00  5.8668E-05  5.2400E-03 -5.9394E-04  0.0000E+00  0.0000E+00
 -3.6346E+01  3.5968E-01  3.6485E-01 -2.0748E-02 -2.2399E-01  0.0000E+00  5.9281E-05  5.2468E-03 -5.9436E-04  2.3540E-11  0.0000E+00
 -3.8377E+01  3.0338E-01  3.0864E-01 -7.4759E-02 -2.8944E-01  0.0000E+00  7.6766E-05  5.3599E-03 -5.9198E-04  9.1969E-06  0.0000E+00
 -3.9697E+01  2.7106E-01  2.7641E-01 -1.0494E-01 -3.2681E-01  0.0000E+00  9.3311E-05  5.4677E-03 -5.9022E-04  1.7026E-05  0.0000E+00
 -4.0194E+01  2.6306E-01  2.6848E-01 -1.1117E-01 -3.3895E-01  0.0000E+00  1.0732E-04  5.5590E-03 -5.8904E-04  2.3323E-05  0.0000E+00
 -4.0000E+01  2.7472E-01  2.8021E-01 -9.7866E-02 -3.3109E-01  0.0000E+00  1.2055E-04  5.6453E-03 -5.8817E-04  2.9000E-05  0.0000E+00
 -3.8960E+01  3.1003E-01  3.1559E-01 -6.0866E-02 -2.9963E-01  0.0000E+00  1.3441E-04  5.7356E-03 -5.8750E-04  3.4669E-05  0.0000E+00
 -3.7276E+01  3.6147E-01  3.6710E-01 -7.9977E-03 -2.5139E-01  0.0000E+00  1.4633E-04  5.8131E-03 -5.8711E-04  3.9324E-05  0.0000E+00
 -3.4857E+01  4.3173E-01  4.3742E-01  6.3609E-02 -1.8410E-01  0.0000E+00  1.5775E-04  5.8871E-03 -5.8690E-04  4.3590E-05  0.0000E+00
 -3.2357E+01  5.0234E-01  5.0807E-01  1.3525E-01 -1.1578E-01  0.0000E+00  1.6673E-04  5.9452E-03 -5.8683E-04  4.6827E-05  0.0000E+00
 -2.0163E+01  8.3621E-01  8.4209E-01  4.7240E-01  2.1107E-01  0.0000E+00  1.9588E-04  6.1324E-03 -5.8717E-04  5.6609E-05  0.0000E+00
 -1.9086E+01  8.3679E-01  8.4267E-01  4.7303E-01  2.1151E-01 -4.2288E-01  1.9629E-04  6.1354E-03 -5.8729E-04  5.6646E-05  5.5933E-13
 -1.5947E+01  9.3321E-01  9.3913E-01  5.7011E-01  3.0658E-01 -3.1961E-01  2.0242E-04  6.1738E-03 -5.8741E-04  5.8579E-05  1.6711E-06
 -4.2570E+00  1.2639E+00  1.2699E+00  9.0267E-01  6.3329E-01 -3.1957E-03  2.2075E-04  6.2881E-03 -5.8797E-04  6.4071E-05  5.7451E-06
  1.1037E+01  1.6903E+00  1.6964E+00  1.3310E+00  1.0558E+00  4.1038E-01  2.3989E-04  6.4060E-03 -5.8880E-04  6.9448E-05  9.6877E-06
  2.7955E+01  2.1574E+00  2.1636E+00  1.7998E+00  1.5196E+00  8.6639E-01  2.5736E-04  6.5125E-03 -5.8973E-04  7.4057E-05  1.3010E-05
