 # Mon Nov 10 19:25:20 2008
 # MSTW 2008 NNLO PDF grid for eigenvector  -8.
 # distance(t),tolerance(T) =   10.4943  10.5703977
 # mCharm = 1.40
 # mBottom = 4.75
 # alphaS(1GeV) = 0.45077
 # alphaS(MZ) = 0.11707
 # alphaSorder,alphaSnfmax = 2, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv         xcv         xbv
 -2.2500E+01  7.1411E-01  7.1780E-01  2.7832E-01  0.0000E+00  0.0000E+00 -1.2109E-07  3.6947E-03 -6.2442E-04  0.0000E+00  0.0000E+00
 -2.5799E+01  6.1103E-01  6.1482E-01  1.7884E-01  0.0000E+00  0.0000E+00  2.1071E-05  3.8211E-03 -6.2048E-04  0.0000E+00  0.0000E+00
 -2.8184E+01  5.4502E-01  5.4889E-01  1.1541E-01  0.0000E+00  0.0000E+00  3.6628E-05  3.9144E-03 -6.1806E-04  0.0000E+00  0.0000E+00
 -3.1012E+01  4.7578E-01  4.7974E-01  4.9489E-02  0.0000E+00  0.0000E+00  5.7223E-05  4.0382E-03 -6.1545E-04  0.0000E+00  0.0000E+00
 -3.0946E+01  4.7610E-01  4.8007E-01  4.9983E-02 -2.2123E-01  0.0000E+00  5.7830E-05  4.0440E-03 -6.1589E-04  2.3131E-11  0.0000E+00
 -3.2617E+01  4.4678E-01  4.5083E-01  2.3239E-02 -2.5639E-01  0.0000E+00  7.5001E-05  4.1438E-03 -6.1389E-04  9.0440E-06  0.0000E+00
 -3.3575E+01  4.3967E-01  4.4379E-01  1.8513E-02 -2.6671E-01  0.0000E+00  9.1264E-05  4.2390E-03 -6.1247E-04  1.6758E-05  0.0000E+00
 -3.3762E+01  4.5283E-01  4.5702E-01  3.3668E-02 -2.5614E-01  0.0000E+00  1.0504E-04  4.3198E-03 -6.1156E-04  2.2972E-05  0.0000E+00
 -3.3275E+01  4.8432E-01  4.8857E-01  6.6994E-02 -2.2704E-01  0.0000E+00  1.1806E-04  4.3961E-03 -6.1093E-04  2.8582E-05  0.0000E+00
 -3.1932E+01  5.4016E-01  5.4447E-01  1.2473E-01 -1.7359E-01  0.0000E+00  1.3171E-04  4.4761E-03 -6.1050E-04  3.4191E-05  0.0000E+00
 -2.9991E+01  6.0903E-01  6.1339E-01  1.9520E-01 -1.0671E-01  0.0000E+00  1.4345E-04  4.5449E-03 -6.1031E-04  3.8803E-05  0.0000E+00
 -2.7334E+01  6.9572E-01  7.0014E-01  2.8340E-01 -2.1844E-02  0.0000E+00  1.5470E-04  4.6106E-03 -6.1028E-04  4.3034E-05  0.0000E+00
 -2.4652E+01  7.7908E-01  7.8354E-01  3.6792E-01  6.0113E-02  0.0000E+00  1.6355E-04  4.6623E-03 -6.1035E-04  4.6248E-05  0.0000E+00
 -1.1920E+01  1.1529E+00  1.1575E+00  7.4546E-01  4.2972E-01  0.0000E+00  1.9229E-04  4.8289E-03 -6.1112E-04  5.5973E-05  0.0000E+00
 -1.0835E+01  1.1533E+00  1.1579E+00  7.4592E-01  4.3003E-01 -4.1321E-01  1.9269E-04  4.8315E-03 -6.1125E-04  5.6010E-05  5.5322E-13
 -7.6165E+00  1.2580E+00  1.2626E+00  8.5130E-01  5.3387E-01 -2.9838E-01  1.9874E-04  4.8657E-03 -6.1144E-04  5.7935E-05  1.6530E-06
  4.2941E+00  1.6119E+00  1.6166E+00  1.2074E+00  8.8542E-01  4.6746E-02  2.1681E-04  4.9677E-03 -6.1225E-04  6.3408E-05  5.6866E-06
  1.9775E+01  2.0611E+00  2.0659E+00  1.6587E+00  1.3323E+00  4.8869E-01  2.3568E-04  5.0732E-03 -6.1331E-04  6.8773E-05  9.5952E-06
  3.6821E+01  2.5475E+00  2.5524E+00  2.1470E+00  1.8168E+00  9.6895E-01  2.5292E-04  5.1685E-03 -6.1445E-04  7.3378E-05  1.2893E-05
  5.7130E+01  3.1209E+00  3.1259E+00  2.7223E+00  2.3883E+00  1.5365E+00  2.7044E-04  5.2642E-03 -6.1575E-04  7.7794E-05  1.6003E-05
  7.6496E+01  3.6643E+00  3.6693E+00  3.2672E+00  2.9302E+00  2.0753E+00  2.8509E-04  5.3435E-03 -6.1693E-04  8.1298E-05  1.8432E-05
  1.0327E+02  4.4129E+00  4.4180E+00  4.0176E+00  3.6772E+00  2.8186E+00  3.0303E-04  5.4394E-03 -6.1847E-04  8.5364E-05  2.1206E-05
  1.3007E+02  5.1608E+00  5.1659E+00  4.7671E+00  4.4237E+00  3.5621E+00  3.1906E-04  5.5240E-03 -6.1993E-04  8.8810E-05  2.3519E-05
  1.5731E+02  5.9215E+00  5.9267E+00  5.5293E+00  5.1832E+00  4.3191E+00  3.3392E-04  5.6016E-03 -6.2134E-04  9.1854E-05  2.5533E-05
  1.9581E+02  6.9983E+00  7.0036E+00  6.6078E+00  6.2585E+00  5.3913E+00  3.5300E-04  5.6999E-03 -6.2322E-04  9.5568E-05  2.7950E-05
  2.3609E+02  8.1290E+00  8.1344E+00  7.7401E+00  7.3880E+00  6.5180E+00  3.7119E-04  5.7923E-03 -6.2506E-04  9.8922E-05  3.0095E-05
  2.7761E+02  9.2993E+00  9.3047E+00  8.9119E+00  8.5571E+00  7.6847E+00  3.8847E-04  5.8788E-03 -6.2685E-04  1.0195E-04  3.2002E-05
  3.2287E+02  1.0581E+01  1.0587E+01  1.0195E+01  9.8380E+00  8.9634E+00  4.0599E-04  5.9654E-03 -6.2870E-04  1.0488E-04  3.3817E-05
  3.7088E+02  1.1949E+01  1.1954E+01  1.1564E+01  1.1205E+01  1.0328E+01  4.2338E-04  6.0502E-03 -6.3055E-04  1.0766E-04  3.5512E-05
  4.1994E+02  1.3355E+01  1.3361E+01  1.2972E+01  1.2610E+01  1.1731E+01  4.4010E-04  6.1307E-03 -6.3235E-04  1.1021E-04  3.7046E-05
  4.6925E+02  1.4777E+01  1.4783E+01  1.4395E+01  1.4031E+01  1.3151E+01  4.5606E-04  6.2065E-03 -6.3407E-04  1.1255E-04  3.8436E-05
  5.2218E+02  1.6313E+01  1.6319E+01  1.5932E+01  1.5566E+01  1.4685E+01  4.7234E-04  6.2830E-03 -6.3584E-04  1.1485E-04  3.9779E-05
  5.7736E+02  1.7925E+01  1.7931E+01  1.7545E+01  1.7178E+01  1.6294E+01  4.8858E-04  6.3583E-03 -6.3760E-04  1.1705E-04  4.1054E-05
  6.3280E+02  1.9555E+01  1.9561E+01  1.9177E+01  1.8807E+01  1.7923E+01  5.0424E-04  6.4300E-03 -6.3929E-04  1.1911E-04  4.2225E-05
  6.8802E+02  2.1190E+01  2.1196E+01  2.0812E+01  2.0441E+01  1.9556E+01  5.1926E-04  6.4981E-03 -6.4091E-04  1.2101E-04  4.3299E-05
  7.4647E+02  2.2931E+01  2.2937E+01  2.2555E+01  2.2182E+01  2.1295E+01  5.3462E-04  6.5669E-03 -6.4256E-04  1.2289E-04  4.4350E-05
  8.0692E+02  2.4745E+01  2.4751E+01  2.4369E+01  2.3995E+01  2.3107E+01  5.4999E-04  6.6351E-03 -6.4421E-04  1.2471E-04  4.5359E-05
  8.6719E+02  2.6565E+01  2.6571E+01  2.6190E+01  2.5815E+01  2.4926E+01  5.6486E-04  6.7003E-03 -6.4579E-04  1.2642E-04  4.6294E-05
  9.2677E+02  2.8375E+01  2.8381E+01  2.8002E+01  2.7625E+01  2.6735E+01  5.7916E-04  6.7624E-03 -6.4731E-04  1.2802E-04  4.7160E-05
  9.8935E+02  3.0289E+01  3.0296E+01  2.9917E+01  2.9539E+01  2.8648E+01  5.9380E-04  6.8253E-03 -6.4885E-04  1.2961E-04  4.8016E-05
  1.0536E+03  3.2267E+01  3.2273E+01  3.1895E+01  3.1516E+01  3.0625E+01  6.0848E-04  6.8879E-03 -6.5039E-04  1.3117E-04  4.8844E-05
  1.1174E+03  3.4243E+01  3.4249E+01  3.3872E+01  3.3491E+01  3.2599E+01  6.2271E-04  6.9479E-03 -6.5186E-04  1.3263E-04  4.9617E-05
  1.1801E+03  3.6198E+01  3.6204E+01  3.5827E+01  3.5446E+01  3.4553E+01  6.3642E-04  7.0052E-03 -6.5328E-04  1.3401E-04  5.0339E-05
  1.2456E+03  3.8251E+01  3.8257E+01  3.7882E+01  3.7499E+01  3.6606E+01  6.5047E-04  7.0634E-03 -6.5471E-04  1.3539E-04  5.1056E-05
  1.3128E+03  4.0373E+01  4.0379E+01  4.0004E+01  3.9621E+01  3.8727E+01  6.6461E-04  7.1214E-03 -6.5615E-04  1.3674E-04  5.1754E-05
  1.3790E+03  4.2472E+01  4.2478E+01  4.2104E+01  4.1719E+01  4.0825E+01  6.7830E-04  7.1772E-03 -6.5753E-04  1.3803E-04  5.2411E-05
