 # Mon Nov 10 18:29:22 2008
 # MSTW 2008 NNLO PDF grid for eigenvector   1.
 # distance(t),tolerance(T) =   3.60452  3.71480658
 # mCharm = 1.40
 # mBottom = 4.75
 # alphaS(1GeV) = 0.45077
 # alphaS(MZ) = 0.11707
 # alphaSorder,alphaSnfmax = 2, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv         xcv         xbv
 -2.8268E+01  7.0452E-01  7.0919E-01  2.7050E-01  0.0000E+00  0.0000E+00  1.1635E-07  4.6649E-03 -5.8962E-04  0.0000E+00  0.0000E+00
 -3.2293E+01  5.4473E-01  5.4950E-01  1.1429E-01  0.0000E+00  0.0000E+00  2.1764E-05  4.8063E-03 -5.8486E-04  0.0000E+00  0.0000E+00
 -3.5286E+01  4.3577E-01  4.4063E-01  7.9056E-03  0.0000E+00  0.0000E+00  3.7633E-05  4.9106E-03 -5.8186E-04  0.0000E+00  0.0000E+00
 -3.9007E+01  3.0778E-01  3.1275E-01 -1.1678E-01  0.0000E+00  0.0000E+00  5.8617E-05  5.0487E-03 -5.7854E-04  0.0000E+00  0.0000E+00
 -3.9089E+01  3.0831E-01  3.1329E-01 -1.1608E-01 -2.0751E-01  0.0000E+00  5.9231E-05  5.0553E-03 -5.7895E-04  2.3481E-11  0.0000E+00
 -4.1441E+01  2.2830E-01  2.3337E-01 -1.9353E-01 -2.9892E-01  0.0000E+00  7.6708E-05  5.1664E-03 -5.7640E-04  9.1749E-06  0.0000E+00
 -4.3127E+01  1.7276E-01  1.7791E-01 -2.4668E-01 -3.6064E-01  0.0000E+00  9.3250E-05  5.2722E-03 -5.7448E-04  1.6987E-05  0.0000E+00
 -4.3972E+01  1.4430E-01  1.4952E-01 -2.7317E-01 -3.9417E-01  0.0000E+00  1.0725E-04  5.3619E-03 -5.7316E-04  2.3272E-05  0.0000E+00
 -4.4141E+01  1.3588E-01  1.4118E-01 -2.7975E-01 -4.0723E-01  0.0000E+00  1.2049E-04  5.4466E-03 -5.7216E-04  2.8940E-05  0.0000E+00
 -4.3517E+01  1.4936E-01  1.5472E-01 -2.6438E-01 -3.9848E-01  0.0000E+00  1.3435E-04  5.5353E-03 -5.7135E-04  3.4600E-05  0.0000E+00
