 # Mon Nov 10 17:54:32 2008
 # MSTW 2008 NLO PDF grid for eigenvector  -9.
 # distance(t),tolerance(T) =   3.99826533  3.60769887
 # mCharm = 1.40
 # mBottom = 4.75
 # alphaS(1GeV) = 0.49128
 # alphaS(MZ) = 0.12018
 # alphaSorder,alphaSnfmax = 1, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv
  2.0596E+02  6.4230E+00  6.4296E+00  5.7106E+00  5.7064E+00  5.3026E+00  2.4636E-04  6.8397E-03 -9.1581E-04
  2.5000E+02  7.6558E+00  7.6625E+00  6.9489E+00  6.9398E+00  6.5253E+00  2.6531E-04  6.9504E-03 -9.2395E-04
  2.9565E+02  8.9481E+00  8.9549E+00  8.2462E+00  8.2327E+00  7.8085E+00  2.8368E-04  7.0545E-03 -9.3152E-04
  3.4234E+02  1.0283E+01  1.0290E+01  9.5853E+00  9.5679E+00  9.1350E+00  3.0138E-04  7.1521E-03 -9.3853E-04
  3.9288E+02  1.1741E+01  1.1748E+01  1.1048E+01  1.1027E+01  1.0586E+01  3.1954E-04  7.2497E-03 -9.4547E-04
  4.4619E+02  1.3293E+01  1.3300E+01  1.2604E+01  1.2579E+01  1.2130E+01  3.3778E-04  7.3453E-03 -9.5220E-04
  5.0037E+02  1.4884E+01  1.4891E+01  1.4200E+01  1.4171E+01  1.3715E+01  3.5549E-04  7.4359E-03 -9.5851E-04
  5.5460E+02  1.6489E+01  1.6496E+01  1.5808E+01  1.5777E+01  1.5314E+01  3.7255E-04  7.5214E-03 -9.6441E-04
  6.1256E+02  1.8219E+01  1.8226E+01  1.7541E+01  1.7507E+01  1.7038E+01  3.9009E-04  7.6075E-03 -9.7030E-04
  6.7277E+02  2.0029E+01  2.0036E+01  1.9355E+01  1.9318E+01  1.8842E+01  4.0771E-04  7.6923E-03 -9.7604E-04
  7.3306E+02  2.1855E+01  2.1862E+01  2.1185E+01  2.1145E+01  2.0664E+01  4.2482E-04  7.7731E-03 -9.8146E-04
  7.9293E+02  2.3682E+01  2.3689E+01  2.3014E+01  2.2972E+01  2.2486E+01  4.4132E-04  7.8497E-03 -9.8656E-04
  8.5613E+02  2.5624E+01  2.5631E+01  2.4959E+01  2.4914E+01  2.4423E+01  4.5829E-04  7.9271E-03 -9.9167E-04
  9.2133E+02  2.7641E+01  2.7648E+01  2.6979E+01  2.6932E+01  2.6436E+01  4.7536E-04  8.0038E-03 -9.9668E-04
  9.8619E+02  2.9661E+01  2.9669E+01  2.9003E+01  2.8953E+01  2.8453E+01  4.9195E-04  8.0771E-03 -1.0014E-03
  1.0502E+03  3.1667E+01  3.1675E+01  3.1011E+01  3.0960E+01  3.0455E+01  5.0797E-04  8.1469E-03 -1.0059E-03
  1.1172E+03  3.3783E+01  3.3791E+01  3.3130E+01  3.3076E+01  3.2568E+01  5.2444E-04  8.2176E-03 -1.0105E-03
  1.1860E+03  3.5966E+01  3.5974E+01  3.5316E+01  3.5260E+01  3.4747E+01  5.4100E-04  8.2878E-03 -1.0149E-03
  1.2541E+03  3.8142E+01  3.8150E+01  3.7494E+01  3.7437E+01  3.6920E+01  5.5712E-04  8.3552E-03 -1.0191E-03
  1.3209E+03  4.0292E+01  4.0300E+01  3.9646E+01  3.9587E+01  3.9066E+01  5.7269E-04  8.4195E-03 -1.0232E-03
  1.3907E+03  4.2546E+01  4.2554E+01  4.1903E+01  4.1842E+01  4.1318E+01  5.8869E-04  8.4848E-03 -1.0272E-03
  1.4621E+03  4.4872E+01  4.4880E+01  4.4230E+01  4.4168E+01  4.3641E+01  6.0484E-04  8.5499E-03 -1.0312E-03
  1.5324E+03  4.7169E+01  4.7177E+01  4.6530E+01  4.6465E+01  4.5935E+01  6.2051E-04  8.6124E-03 -1.0350E-03
  1.6013E+03  4.9439E+01  4.9447E+01  4.8802E+01  4.8736E+01  4.8203E+01  6.3568E-04  8.6722E-03 -1.0387E-03
  1.6730E+03  5.1810E+01  5.1818E+01  5.1175E+01  5.1108E+01  5.0571E+01  6.5128E-04  8.7331E-03 -1.0424E-03
 -2.6632E+01  1.1256E+00  1.1314E+00  3.9605E-01  0.0000E+00  0.0000E+00  2.5232E-05  5.8296E-03 -8.5295E-04
 -2.7627E+01  9.6181E-01  9.6776E-01  2.4164E-01  0.0000E+00  0.0000E+00  4.1193E-05  5.9919E-03 -8.6665E-04
 -2.8031E+01  8.5743E-01  8.6348E-01  1.4404E-01  0.0000E+00  0.0000E+00  5.4137E-05  6.1137E-03 -8.7676E-04
 -2.7888E+01  7.4627E-01  7.5247E-01  4.1706E-02  0.0000E+00  0.0000E+00  7.2901E-05  6.2779E-03 -8.9018E-04
 -2.7888E+01  7.4627E-01  7.5247E-01  4.1706E-02 -1.8993E-07  0.0000E+00  7.2901E-05  6.2779E-03 -8.9018E-04
 -2.6870E+01  6.8380E-01  6.9011E-01 -1.3739E-02 -6.4353E-02  0.0000E+00  8.9933E-05  6.4143E-03 -9.0109E-04
 -2.5148E+01  6.5353E-01  6.5995E-01 -3.7513E-02 -9.3036E-02  0.0000E+00  1.0706E-04  6.5441E-03 -9.1133E-04
 -2.2978E+01  6.5276E-01  6.5927E-01 -3.2892E-02 -9.2442E-02  0.0000E+00  1.2240E-04  6.6549E-03 -9.1996E-04
 -2.0220E+01  6.7561E-01  6.8222E-01 -5.0244E-03 -6.8268E-02  0.0000E+00  1.3759E-04  6.7603E-03 -9.2806E-04
 -1.6485E+01  7.2685E-01  7.3354E-01  5.1362E-02 -1.5634E-02  0.0000E+00  1.5422E-04  6.8714E-03 -9.3651E-04
 -1.2508E+01  7.9499E-01  8.0176E-01  1.2386E-01  5.3733E-02  0.0000E+00  1.6907E-04  6.9673E-03 -9.4372E-04
 -7.9460E+00  8.8355E-01  8.9040E-01  2.1651E-01  1.4347E-01  0.0000E+00  1.8378E-04  7.0594E-03 -9.5056E-04
 -3.8110E+00  9.6982E-01  9.7673E-01  3.0596E-01  2.3068E-01  0.0000E+00  1.9568E-04  7.1320E-03 -9.5592E-04
  1.3187E+01  1.3592E+00  1.3663E+00  7.0534E-01  6.2315E-01  0.0000E+00  2.3611E-04  7.3675E-03 -9.7300E-04
  1.3187E+01  1.3592E+00  1.3663E+00  7.0534E-01  6.2315E-01  3.8480E-08  2.3611E-04  7.3675E-03 -9.7300E-04
  1.7366E+01  1.4652E+00  1.4724E+00  8.1336E-01  7.2979E-01  1.1756E-01  2.4507E-04  7.4171E-03 -9.7653E-04
  3.1201E+01  1.8231E+00  1.8304E+00  1.1771E+00  1.0896E+00  4.6905E-01  2.7206E-04  7.5628E-03 -9.8680E-04
  4.8174E+01  2.2748E+00  2.2822E+00  1.6347E+00  1.5433E+00  9.1598E-01  3.0115E-04  7.7140E-03 -9.9729E-04
  6.6006E+01  2.7594E+00  2.7669E+00  2.1245E+00  2.0297E+00  1.3967E+00  3.2844E-04  7.8509E-03 -1.0066E-03
  8.6477E+01  3.3248E+00  3.3324E+00  2.6949E+00  2.5969E+00  1.9584E+00  3.5684E-04  7.9889E-03 -1.0159E-03
  1.0544E+02  3.8550E+00  3.8627E+00  3.2293E+00  3.1286E+00  2.4859E+00  3.8105E-04  8.1032E-03 -1.0235E-03
  1.3098E+02  4.5776E+00  4.5853E+00  3.9567E+00  3.8530E+00  3.2053E+00  4.1122E-04  8.2417E-03 -1.0326E-03
  1.5594E+02  5.2913E+00  5.2992E+00  4.6747E+00  4.5684E+00  3.9166E+00  4.3862E-04  8.3642E-03 -1.0405E-03
  1.8086E+02  6.0100E+00  6.0180E+00  5.3971E+00  5.2885E+00  4.6332E+00  4.6435E-04  8.4765E-03 -1.0477E-03
  2.1539E+02  7.0159E+00  7.0239E+00  6.4077E+00  6.2963E+00  5.6366E+00  4.9783E-04  8.6191E-03 -1.0567E-03
  2.5089E+02  8.0597E+00  8.0679E+00  7.4558E+00  7.3419E+00  6.6784E+00  5.3015E-04  8.7532E-03 -1.0650E-03
  2.8689E+02  9.1283E+00  9.1366E+00  8.5284E+00  8.4122E+00  7.7453E+00  5.6118E-04  8.8790E-03 -1.0727E-03
  3.2558E+02  1.0287E+01  1.0295E+01  9.6908E+00  9.5724E+00  8.9023E+00  5.9294E-04  9.0050E-03 -1.0803E-03
  3.6610E+02  1.1511E+01  1.1519E+01  1.0918E+01  1.0798E+01  1.0125E+01  6.2471E-04  9.1284E-03 -1.0877E-03
  4.0701E+02  1.2757E+01  1.2765E+01  1.2168E+01  1.2045E+01  1.1370E+01  6.5547E-04  9.2455E-03 -1.0946E-03
  4.4772E+02  1.4006E+01  1.4015E+01  1.3421E+01  1.3296E+01  1.2618E+01  6.8502E-04  9.3561E-03 -1.1010E-03
  4.9097E+02  1.5345E+01  1.5354E+01  1.4762E+01  1.4636E+01  1.3956E+01  7.1532E-04  9.4674E-03 -1.1074E-03
  5.3566E+02  1.6738E+01  1.6747E+01  1.6159E+01  1.6031E+01  1.5349E+01  7.4569E-04  9.5772E-03 -1.1136E-03
  5.8018E+02  1.8137E+01  1.8146E+01  1.7560E+01  1.7431E+01  1.6747E+01  7.7508E-04  9.6819E-03 -1.1195E-03
  6.2419E+02  1.9530E+01  1.9538E+01  1.8955E+01  1.8825E+01  1.8139E+01  8.0338E-04  9.7812E-03 -1.1251E-03
  6.7043E+02  2.1003E+01  2.1012E+01  2.0432E+01  2.0300E+01  1.9612E+01  8.3241E-04  9.8817E-03 -1.1306E-03
  7.1791E+02  2.2527E+01  2.2536E+01  2.1958E+01  2.1825E+01  2.1136E+01  8.6154E-04  9.9811E-03 -1.1360E-03
  7.6495E+02  2.4048E+01  2.4057E+01  2.3481E+01  2.3347E+01  2.2656E+01  8.8978E-04  1.0076E-02 -1.1411E-03
  8.1115E+02  2.5551E+01  2.5560E+01  2.4987E+01  2.4852E+01  2.4159E+01  9.1700E-04  1.0167E-02 -1.1460E-03
  8.5942E+02  2.7132E+01  2.7141E+01  2.6570E+01  2.6433E+01  2.5740E+01  9.4492E-04  1.0259E-02 -1.1508E-03
  9.0870E+02  2.8756E+01  2.8766E+01  2.8197E+01  2.8059E+01  2.7364E+01  9.7297E-04  1.0350E-02 -1.1556E-03
  9.5733E+02  3.0370E+01  3.0380E+01  2.9813E+01  2.9674E+01  2.8978E+01  1.0002E-03  1.0438E-02 -1.1602E-03
  1.0049E+03  3.1959E+01  3.1969E+01  3.1404E+01  3.1264E+01  3.0567E+01  1.0264E-03  1.0521E-02 -1.1645E-03
  1.0544E+03  3.3621E+01  3.3630E+01  3.3067E+01  3.2927E+01  3.2228E+01  1.0534E-03  1.0606E-02 -1.1688E-03
  1.1049E+03  3.5329E+01  3.5339E+01  3.4777E+01  3.4636E+01  3.3936E+01  1.0805E-03  1.0691E-02 -1.1731E-03
  1.1545E+03  3.7012E+01  3.7022E+01  3.6462E+01  3.6320E+01  3.5619E+01  1.1068E-03  1.0773E-02 -1.1772E-03
  1.2029E+03  3.8670E+01  3.8680E+01  3.8122E+01  3.7979E+01  3.7277E+01  1.1322E-03  1.0851E-02 -1.1810E-03
  1.2532E+03  4.0397E+01  4.0407E+01  3.9851E+01  3.9707E+01  3.9005E+01  1.1582E-03  1.0930E-02 -1.1849E-03
 -1.8705E+01  9.6604E-01  9.7315E-01  3.3977E-01  0.0000E+00  0.0000E+00  7.5600E-05  7.1911E-03 -9.8162E-04
 -1.9020E+01  8.6397E-01  8.7125E-01  2.4576E-01  0.0000E+00  0.0000E+00  1.0861E-04  7.3989E-03 -9.9703E-04
 -1.8907E+01  8.0443E-01  8.1185E-01  1.9206E-01  0.0000E+00  0.0000E+00  1.3500E-04  7.5552E-03 -1.0084E-03
 -1.8105E+01  7.5093E-01  7.5851E-01  1.4616E-01  0.0000E+00  0.0000E+00  1.7276E-04  7.7662E-03 -1.0234E-03
 -1.8105E+01  7.5093E-01  7.5851E-01  1.4616E-01 -6.5318E-08  0.0000E+00  1.7276E-04  7.7662E-03 -1.0234E-03
 -1.6691E+01  7.3315E-01  7.4087E-01  1.3444E-01 -1.5881E-02  0.0000E+00  2.0649E-04  7.9419E-03 -1.0356E-03
 -1.4675E+01  7.4136E-01  7.4921E-01  1.4823E-01 -4.6237E-03  0.0000E+00  2.4009E-04  8.1094E-03 -1.0470E-03
 -1.2346E+01  7.6969E-01  7.7765E-01  1.8120E-01  2.6280E-02  0.0000E+00  2.6993E-04  8.2526E-03 -1.0565E-03
 -9.5422E+00  8.1647E-01  8.2453E-01  2.3229E-01  7.5490E-02  0.0000E+00  2.9929E-04  8.3890E-03 -1.0655E-03
 -5.8956E+00  8.8834E-01  8.9651E-01  3.0860E-01  1.4989E-01  0.0000E+00  3.3122E-04  8.5328E-03 -1.0748E-03
 -2.1287E+00  9.7009E-01  9.7836E-01  3.9409E-01  2.3380E-01  0.0000E+00  3.5959E-04  8.6571E-03 -1.0828E-03
  2.0913E+00  1.0675E+00  1.0758E+00  4.9498E-01  3.3323E-01  0.0000E+00  3.8754E-04  8.7766E-03 -1.0903E-03
  5.8499E+00  1.1575E+00  1.1660E+00  5.8780E-01  4.2493E-01  0.0000E+00  4.1006E-04  8.8708E-03 -1.0962E-03
  2.0859E+01  1.5375E+00  1.5462E+00  9.7633E-01  8.1004E-01  0.0000E+00  4.8598E-04  9.1772E-03 -1.1149E-03
  2.0859E+01  1.5375E+00  1.5462E+00  9.7633E-01  8.1004E-01  3.7058E-08  4.8598E-04  9.1772E-03 -1.1149E-03
  2.4450E+01  1.6366E+00  1.6453E+00  1.0772E+00  9.1022E-01  1.1287E-01  5.0265E-04  9.2418E-03 -1.1188E-03
  3.6198E+01  1.9640E+00  1.9728E+00  1.4095E+00  1.2406E+00  4.4117E-01  5.5267E-04  9.4318E-03 -1.1300E-03
  5.0360E+01  2.3655E+00  2.3744E+00  1.8161E+00  1.6453E+00  8.4523E-01  6.0624E-04  9.6292E-03 -1.1414E-03
  6.5012E+01  2.7867E+00  2.7958E+00  2.2418E+00  2.0694E+00  1.2689E+00  6.5619E-04  9.8082E-03 -1.1515E-03
  8.1606E+01  3.2692E+00  3.2784E+00  2.7286E+00  2.5547E+00  1.7539E+00  7.0789E-04  9.9886E-03 -1.1615E-03
  9.6798E+01  3.7151E+00  3.7244E+00  3.1781E+00  3.0029E+00  2.2020E+00  7.5175E-04  1.0138E-02 -1.1697E-03
  1.1704E+02  4.3146E+00  4.3241E+00  3.7818E+00  3.6052E+00  2.8042E+00  8.0614E-04  1.0320E-02 -1.1795E-03
  1.3661E+02  4.8996E+00  4.9092E+00  4.3704E+00  4.1926E+00  3.3917E+00  8.5532E-04  1.0481E-02 -1.1879E-03
  1.5595E+02  5.4826E+00  5.4923E+00  4.9566E+00  4.7778E+00  3.9770E+00  9.0129E-04  1.0628E-02 -1.1956E-03
  1.8252E+02  6.2900E+00  6.2998E+00  5.7680E+00  5.5879E+00  4.7874E+00  9.6085E-04  1.0816E-02 -1.2052E-03
  2.0954E+02  7.1192E+00  7.1291E+00  6.6009E+00  6.4196E+00  5.6194E+00  1.0181E-03  1.0992E-02 -1.2140E-03
  2.3670E+02  7.9601E+00  7.9701E+00  7.4452E+00  7.2629E+00  6.4631E+00  1.0728E-03  1.1158E-02 -1.2222E-03
  2.6564E+02  8.8641E+00  8.8742E+00  8.3525E+00  8.1692E+00  7.3698E+00  1.1286E-03  1.1324E-02 -1.2302E-03
  2.9571E+02  9.8114E+00  9.8216E+00  9.3029E+00  9.1187E+00  8.3198E+00  1.1842E-03  1.1487E-02 -1.2379E-03
  3.2582E+02  1.0769E+01  1.0779E+01  1.0263E+01  1.0078E+01  9.2797E+00  1.2378E-03  1.1641E-02 -1.2452E-03
  3.5559E+02  1.1722E+01  1.1733E+01  1.1219E+01  1.1034E+01  1.0236E+01  1.2892E-03  1.1787E-02 -1.2519E-03
  3.8699E+02  1.2737E+01  1.2747E+01  1.2237E+01  1.2050E+01  1.1253E+01  1.3416E-03  1.1934E-02 -1.2586E-03
  4.1923E+02  1.3787E+01  1.3797E+01  1.3289E+01  1.3102E+01  1.2305E+01  1.3940E-03  1.2080E-02 -1.2651E-03
  4.5115E+02  1.4835E+01  1.4845E+01  1.4339E+01  1.4152E+01  1.3356E+01  1.4446E-03  1.2218E-02 -1.2712E-03
  4.8251E+02  1.5872E+01  1.5883E+01  1.5379E+01  1.5191E+01  1.4395E+01  1.4932E-03  1.2349E-02 -1.2769E-03
  5.1528E+02  1.6964E+01  1.6975E+01  1.6474E+01  1.6285E+01  1.5490E+01  1.5428E-03  1.2482E-02 -1.2826E-03
  5.4874E+02  1.8088E+01  1.8099E+01  1.7600E+01  1.7411E+01  1.6616E+01  1.5925E-03  1.2614E-02 -1.2882E-03
  5.8171E+02  1.9204E+01  1.9215E+01  1.8718E+01  1.8528E+01  1.7734E+01  1.6406E-03  1.2740E-02 -1.2935E-03
  6.1394E+02  2.0303E+01  2.0314E+01  1.9818E+01  1.9628E+01  1.8835E+01  1.6868E-03  1.2860E-02 -1.2985E-03
  6.4744E+02  2.1452E+01  2.1463E+01  2.0970E+01  2.0779E+01  1.9987E+01  1.7341E-03  1.2982E-02 -1.3034E-03
  6.8149E+02  2.2629E+01  2.2640E+01  2.2148E+01  2.1957E+01  2.1166E+01  1.7815E-03  1.3103E-02 -1.3083E-03
  7.1494E+02  2.3793E+01  2.3804E+01  2.3314E+01  2.3122E+01  2.2332E+01  1.8274E-03  1.3220E-02 -1.3129E-03
  7.4752E+02  2.4934E+01  2.4946E+01  2.4457E+01  2.4265E+01  2.3475E+01  1.8715E-03  1.3331E-02 -1.3173E-03
  7.8126E+02  2.6124E+01  2.6135E+01  2.5649E+01  2.5456E+01  2.4667E+01  1.9167E-03  1.3444E-02 -1.3217E-03
  8.1556E+02  2.7342E+01  2.7353E+01  2.6868E+01  2.6675E+01  2.5887E+01  1.9621E-03  1.3556E-02 -1.3260E-03
  8.4905E+02  2.8538E+01  2.8549E+01  2.8066E+01  2.7872E+01  2.7084E+01  2.0061E-03  1.3664E-02 -1.3302E-03
  8.8169E+02  2.9711E+01  2.9723E+01  2.9241E+01  2.9047E+01  2.8260E+01  2.0484E-03  1.3768E-02 -1.3341E-03
  9.1540E+02  3.0930E+01  3.0942E+01  3.0461E+01  3.0267E+01  2.9481E+01  2.0919E-03  1.3873E-02 -1.3380E-03
 -1.5505E+01  8.8511E-01  8.9309E-01  3.1122E-01  0.0000E+00  0.0000E+00  9.4485E-05  8.0690E-03 -1.0636E-03
 -1.5581E+01  8.0698E-01  8.1514E-01  2.4048E-01  0.0000E+00  0.0000E+00  1.3707E-04  8.3055E-03 -1.0802E-03
 -1.5297E+01  7.6435E-01  7.7265E-01  2.0321E-01  0.0000E+00  0.0000E+00  1.7110E-04  8.4834E-03 -1.0924E-03
 -1.4298E+01  7.3172E-01  7.4021E-01  1.7756E-01  0.0000E+00  0.0000E+00  2.1978E-04  8.7239E-03 -1.1084E-03
 -1.4298E+01  7.3172E-01  7.4021E-01  1.7756E-01 -2.1934E-08  0.0000E+00  2.1978E-04  8.7239E-03 -1.1084E-03
 -1.2799E+01  7.2921E-01  7.3785E-01  1.8060E-01  6.1399E-04  0.0000E+00  2.6322E-04  8.9243E-03 -1.1215E-03
 -1.0755E+01  7.4958E-01  7.5836E-01  2.0609E-01  2.4466E-02  0.0000E+00  3.0647E-04  9.1155E-03 -1.1336E-03
 -8.4595E+00  7.8617E-01  7.9507E-01  2.4694E-01  6.3985E-02  0.0000E+00  3.4488E-04  9.2791E-03 -1.1438E-03
 -5.7462E+00  8.3872E-01  8.4775E-01  3.0345E-01  1.1929E-01  0.0000E+00  3.8264E-04  9.4350E-03 -1.1534E-03
 -2.2715E+00  9.1419E-01  9.2333E-01  3.8299E-01  1.9761E-01  0.0000E+00  4.2370E-04  9.5994E-03 -1.1634E-03
  1.2749E+00  9.9679E-01  1.0060E+00  4.6902E-01  2.8264E-01  0.0000E+00  4.6017E-04  9.7417E-03 -1.1718E-03
  5.2089E+00  1.0927E+00  1.1021E+00  5.6818E-01  3.8088E-01  0.0000E+00  4.9609E-04  9.8784E-03 -1.1798E-03
  8.6869E+00  1.1801E+00  1.1895E+00  6.5801E-01  4.7002E-01  0.0000E+00  5.2502E-04  9.9864E-03 -1.1861E-03
  2.2399E+01  1.5399E+00  1.5495E+00  1.0257E+00  8.3557E-01  0.0000E+00  6.2249E-04  1.0337E-02 -1.2059E-03
  2.2399E+01  1.5399E+00  1.5495E+00  1.0257E+00  8.3557E-01  3.4929E-08  6.2249E-04  1.0337E-02 -1.2059E-03
  2.5640E+01  1.6323E+00  1.6420E+00  1.1197E+00  9.2913E-01  1.0627E-01  6.4389E-04  1.0412E-02 -1.2100E-03
  3.6184E+01  1.9347E+00  1.9446E+00  1.4267E+00  1.2350E+00  4.1215E-01  7.0803E-04  1.0630E-02 -1.2218E-03
  4.8790E+01  2.3015E+00  2.3115E+00  1.7982E+00  1.6053E+00  7.8384E-01  7.7669E-04  1.0856E-02 -1.2338E-03
  6.1736E+01  2.6827E+00  2.6928E+00  2.1834E+00  1.9896E+00  1.1694E+00  8.4068E-04  1.1062E-02 -1.2445E-03
  7.6301E+01  3.1158E+00  3.1261E+00  2.6205E+00  2.4258E+00  1.6071E+00  9.0686E-04  1.1269E-02 -1.2550E-03
  8.9562E+01  3.5136E+00  3.5240E+00  3.0216E+00  2.8261E+00  2.0087E+00  9.6299E-04  1.1441E-02 -1.2636E-03
  1.0713E+02  4.0453E+00  4.0558E+00  3.5570E+00  3.3607E+00  2.5448E+00  1.0325E-03  1.1650E-02 -1.2738E-03
  1.2403E+02  4.5611E+00  4.5717E+00  4.0761E+00  3.8792E+00  3.0647E+00  1.0954E-03  1.1835E-02 -1.2827E-03
  1.4067E+02  5.0728E+00  5.0835E+00  4.5908E+00  4.3932E+00  3.5800E+00  1.1541E-03  1.2005E-02 -1.2907E-03
  1.6340E+02  5.7780E+00  5.7889E+00  5.2996E+00  5.1014E+00  4.2899E+00  1.2302E-03  1.2221E-02 -1.3007E-03
  1.8641E+02  6.4987E+00  6.5097E+00  6.0237E+00  5.8248E+00  5.0150E+00  1.3033E-03  1.2425E-02 -1.3099E-03
  2.0943E+02  7.2265E+00  7.2376E+00  6.7546E+00  6.5551E+00  5.7469E+00  1.3731E-03  1.2616E-02 -1.3183E-03
  2.3387E+02  8.0057E+00  8.0170E+00  7.5368E+00  7.3369E+00  6.5303E+00  1.4442E-03  1.2807E-02 -1.3267E-03
  2.5916E+02  8.8192E+00  8.8306E+00  8.3532E+00  8.1527E+00  7.3478E+00  1.5150E-03  1.2995E-02 -1.3347E-03
  2.8440E+02  9.6384E+00  9.6499E+00  9.1751E+00  8.9742E+00  8.1708E+00  1.5833E-03  1.3173E-02 -1.3422E-03
  3.0926E+02  1.0452E+01  1.0464E+01  9.9911E+00  9.7899E+00  8.9879E+00  1.6486E-03  1.3342E-02 -1.3491E-03
  3.3541E+02  1.1315E+01  1.1327E+01  1.0856E+01  1.0655E+01  9.8544E+00  1.7154E-03  1.3512E-02 -1.3560E-03
  3.6216E+02  1.2205E+01  1.2217E+01  1.1749E+01  1.1547E+01  1.0748E+01  1.7820E-03  1.3680E-02 -1.3627E-03
  3.8858E+02  1.3092E+01  1.3104E+01  1.2638E+01  1.2436E+01  1.1638E+01  1.8463E-03  1.3840E-02 -1.3689E-03
  4.1447E+02  1.3967E+01  1.3979E+01  1.3515E+01  1.3313E+01  1.2517E+01  1.9079E-03  1.3992E-02 -1.3748E-03
  4.4144E+02  1.4886E+01  1.4898E+01  1.4437E+01  1.4234E+01  1.3439E+01  1.9710E-03  1.4146E-02 -1.3806E-03
  4.6893E+02  1.5830E+01  1.5842E+01  1.5383E+01  1.5179E+01  1.4386E+01  2.0341E-03  1.4298E-02 -1.3863E-03
  4.9594E+02  1.6765E+01  1.6777E+01  1.6319E+01  1.6116E+01  1.5324E+01  2.0950E-03  1.4444E-02 -1.3917E-03
