 # Mon Nov 10 18:08:22 2008
 # MSTW 2008 NLO PDF grid for eigenvector   18.
 # distance(t),tolerance(T) =   4.3355392  7.20359659
 # mCharm = 1.40
 # mBottom = 4.75
 # alphaS(1GeV) = 0.49128
 # alphaS(MZ) = 0.12018
 # alphaSorder,alphaSnfmax = 1, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv
 -7.3536E+00  1.2846E+00  1.2907E+00  4.4971E-01  0.0000E+00  0.0000E+00  1.8414E-05  6.1263E-03 -8.5050E-04
 -7.3045E+00  1.2337E+00  1.2399E+00  4.0943E-01  0.0000E+00  0.0000E+00  2.8114E-05  6.2857E-03 -8.6428E-04
 -6.9052E+00  1.2128E+00  1.2191E+00  3.9625E-01  0.0000E+00  0.0000E+00  3.6001E-05  6.4048E-03 -8.7447E-04
 -5.6452E+00  1.2139E+00  1.2204E+00  4.0743E-01  0.0000E+00  0.0000E+00  4.7462E-05  6.5649E-03 -8.8800E-04
 -5.6452E+00  1.2139E+00  1.2204E+00  4.0743E-01  7.8644E-08  0.0000E+00  4.7462E-05  6.5649E-03 -8.8800E-04
 -3.8155E+00  1.2461E+00  1.2527E+00  4.4756E-01  4.3572E-02  0.0000E+00  5.7917E-05  6.6972E-03 -8.9904E-04
 -1.2179E+00  1.3067E+00  1.3135E+00  5.1561E-01  1.1382E-01  0.0000E+00  6.8453E-05  6.8228E-03 -9.0940E-04
  1.8025E+00  1.3852E+00  1.3920E+00  6.0020E-01  2.0024E-01  0.0000E+00  7.7904E-05  6.9296E-03 -9.1815E-04
  5.4808E+00  1.4854E+00  1.4924E+00  7.0618E-01  3.0793E-01  0.0000E+00  8.7278E-05  7.0310E-03 -9.2638E-04
  1.0331E+01  1.6212E+00  1.6282E+00  8.4778E-01  4.5130E-01  0.0000E+00  9.7553E-05  7.1375E-03 -9.3496E-04
  1.5413E+01  1.7653E+00  1.7724E+00  9.9688E-01  6.0189E-01  0.0000E+00  1.0675E-04  7.2292E-03 -9.4230E-04
  2.1186E+01  1.9302E+00  1.9373E+00  1.1664E+00  7.7280E-01  0.0000E+00  1.1586E-04  7.3171E-03 -9.4927E-04
  2.6391E+01  2.0792E+00  2.0864E+00  1.3190E+00  9.2654E-01  0.0000E+00  1.2324E-04  7.3862E-03 -9.5473E-04
  4.7664E+01  2.6917E+00  2.6991E+00  1.9428E+00  1.5538E+00  0.0000E+00  1.4837E-04  7.6097E-03 -9.7219E-04
  4.7664E+01  2.6917E+00  2.6991E+00  1.9428E+00  1.5538E+00  6.1127E-08  1.4837E-04  7.6097E-03 -9.7219E-04
  5.2822E+01  2.8495E+00  2.8570E+00  2.1030E+00  1.7147E+00  1.8599E-01  1.5396E-04  7.6566E-03 -9.7580E-04
  6.9966E+01  3.3690E+00  3.3766E+00  2.6291E+00  2.2429E+00  7.2240E-01  1.7082E-04  7.7940E-03 -9.8633E-04
  9.1107E+01  4.0055E+00  4.0132E+00  3.2724E+00  2.8882E+00  1.3783E+00  1.8903E-04  7.9361E-03 -9.9711E-04
  1.1345E+02  4.6751E+00  4.6829E+00  3.9479E+00  3.5655E+00  2.0650E+00  2.0614E-04  8.0643E-03 -1.0067E-03
  1.3925E+02  5.4460E+00  5.4540E+00  4.7246E+00  4.3441E+00  2.8527E+00  2.2397E-04  8.1931E-03 -1.0163E-03
  1.6328E+02  6.1629E+00  6.1709E+00  5.4462E+00  5.0671E+00  3.5833E+00  2.3921E-04  8.2996E-03 -1.0241E-03
  1.9585E+02  7.1338E+00  7.1419E+00  6.4226E+00  6.0453E+00  4.5704E+00  2.5822E-04  8.4282E-03 -1.0335E-03
  2.2787E+02  8.0889E+00  8.0971E+00  7.3825E+00  7.0067E+00  5.5395E+00  2.7552E-04  8.5416E-03 -1.0417E-03
  2.6001E+02  9.0482E+00  9.0565E+00  8.3461E+00  7.9717E+00  6.5114E+00  2.9178E-04  8.6454E-03 -1.0492E-03
  3.0482E+02  1.0389E+01  1.0397E+01  9.6922E+00  9.3195E+00  7.8679E+00  3.1298E-04  8.7767E-03 -1.0585E-03
  3.5117E+02  1.1780E+01  1.1788E+01  1.1088E+01  1.0717E+01  9.2732E+00  3.3349E-04  8.8999E-03 -1.0672E-03
  3.9847E+02  1.3204E+01  1.3213E+01  1.2517E+01  1.2147E+01  1.0711E+01  3.5321E-04  9.0151E-03 -1.0752E-03
  4.4960E+02  1.4750E+01  1.4758E+01  1.4067E+01  1.3698E+01  1.2269E+01  3.7342E-04  9.1302E-03 -1.0832E-03
  5.0343E+02  1.6385E+01  1.6393E+01  1.5706E+01  1.5339E+01  1.3917E+01  3.9368E-04  9.2426E-03 -1.0909E-03
  5.5809E+02  1.8053E+01  1.8061E+01  1.7378E+01  1.7012E+01  1.5596E+01  4.1332E-04  9.3491E-03 -1.0981E-03
  6.1274E+02  1.9728E+01  1.9737E+01  1.9057E+01  1.8692E+01  1.7283E+01  4.3221E-04  9.4494E-03 -1.1049E-03
  6.7110E+02  2.1527E+01  2.1536E+01  2.0859E+01  2.0496E+01  1.9092E+01  4.5161E-04  9.5502E-03 -1.1116E-03
  7.3167E+02  2.3403E+01  2.3412E+01  2.2739E+01  2.2377E+01  2.0979E+01  4.7108E-04  9.6493E-03 -1.1182E-03
  7.9229E+02  2.5291E+01  2.5300E+01  2.4630E+01  2.4269E+01  2.2877E+01  4.8995E-04  9.7437E-03 -1.1244E-03
  8.5245E+02  2.7175E+01  2.7184E+01  2.6517E+01  2.6157E+01  2.4770E+01  5.0815E-04  9.8330E-03 -1.1303E-03
  9.1593E+02  2.9173E+01  2.9182E+01  2.8518E+01  2.8159E+01  2.6777E+01  5.2683E-04  9.9232E-03 -1.1361E-03
  9.8138E+02  3.1244E+01  3.1254E+01  3.0593E+01  3.0234E+01  2.8857E+01  5.4560E-04  1.0012E-02 -1.1419E-03
  1.0465E+03  3.3316E+01  3.3325E+01  3.2667E+01  3.2309E+01  3.0937E+01  5.6383E-04  1.0097E-02 -1.1473E-03
  1.1106E+03  3.5369E+01  3.5378E+01  3.4722E+01  3.4366E+01  3.2998E+01  5.8141E-04  1.0178E-02 -1.1525E-03
  1.1779E+03  3.7532E+01  3.7542E+01  3.6888E+01  3.6532E+01  3.5169E+01  5.9947E-04  1.0260E-02 -1.1577E-03
  1.2468E+03  3.9760E+01  3.9770E+01  3.9119E+01  3.8764E+01  3.7405E+01  6.1762E-04  1.0342E-02 -1.1628E-03
  1.3150E+03  4.1979E+01  4.1989E+01  4.1340E+01  4.0986E+01  3.9631E+01  6.3527E-04  1.0419E-02 -1.1676E-03
  1.3820E+03  4.4168E+01  4.4178E+01  4.3531E+01  4.3178E+01  4.1827E+01  6.5230E-04  1.0494E-02 -1.1722E-03
  1.4519E+03  4.6462E+01  4.6472E+01  4.5828E+01  4.5476E+01  4.4129E+01  6.6979E-04  1.0569E-02 -1.1769E-03
  1.5235E+03  4.8826E+01  4.8836E+01  4.8194E+01  4.7842E+01  4.6499E+01  6.8742E-04  1.0644E-02 -1.1815E-03
  1.5938E+03  5.1160E+01  5.1170E+01  5.0530E+01  5.0179E+01  4.8840E+01  7.0452E-04  1.0716E-02 -1.1858E-03
  1.6628E+03  5.3464E+01  5.3474E+01  5.2836E+01  5.2486E+01  5.1150E+01  7.2107E-04  1.0785E-02 -1.1900E-03
  1.7346E+03  5.5869E+01  5.5879E+01  5.5243E+01  5.4893E+01  5.3561E+01  7.3807E-04  1.0855E-02 -1.1942E-03
 -6.0545E+00  1.1059E+00  1.1134E+00  3.8703E-01  0.0000E+00  0.0000E+00  4.5313E-05  7.4723E-03 -9.7712E-04
 -5.8712E+00  1.0702E+00  1.0778E+00  3.6049E-01  0.0000E+00  0.0000E+00  6.4182E-05  7.6699E-03 -9.9281E-04
 -5.3818E+00  1.0595E+00  1.0672E+00  3.5641E-01  0.0000E+00  0.0000E+00  7.9366E-05  7.8177E-03 -1.0044E-03
 -4.0523E+00  1.0716E+00  1.0795E+00  3.7719E-01  0.0000E+00  0.0000E+00  1.0122E-04  8.0164E-03 -1.0198E-03
 -4.0523E+00  1.0716E+00  1.0795E+00  3.7719E-01  9.4195E-08  0.0000E+00  1.0122E-04  8.0164E-03 -1.0198E-03
 -2.2571E+00  1.1094E+00  1.1174E+00  4.2191E-01  4.8372E-02  0.0000E+00  1.2090E-04  8.1808E-03 -1.0323E-03
  2.0555E-01  1.1716E+00  1.1797E+00  4.9047E-01  1.1905E-01  0.0000E+00  1.4059E-04  8.3368E-03 -1.0440E-03
  3.0015E+00  1.2475E+00  1.2558E+00  5.7175E-01  2.0210E-01  0.0000E+00  1.5816E-04  8.4698E-03 -1.0539E-03
  6.3458E+00  1.3416E+00  1.3500E+00  6.7074E-01  3.0272E-01  0.0000E+00  1.7549E-04  8.5960E-03 -1.0632E-03
