 # Mon Nov 10 18:37:56 2008
 # MSTW 2008 NNLO PDF grid for eigenvector   14.
 # distance(t),tolerance(T) =   2.20588  2.17350718
 # mCharm = 1.40
 # mBottom = 4.75
 # alphaS(1GeV) = 0.45077
 # alphaS(MZ) = 0.11707
 # alphaSorder,alphaSnfmax = 2, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv         xcv         xbv
 -2.3669E+01  6.9546E-01  7.0004E-01  2.6576E-01  0.0000E+00  0.0000E+00  3.0592E-06  4.5845E-03 -6.1765E-04  0.0000E+00  0.0000E+00
 -2.7159E+01  5.8198E-01  5.8668E-01  1.5583E-01  0.0000E+00  0.0000E+00  2.6084E-05  4.7250E-03 -6.1314E-04  0.0000E+00  0.0000E+00
 -2.9695E+01  5.0825E-01  5.1302E-01  8.4632E-02  0.0000E+00  0.0000E+00  4.2993E-05  4.8285E-03 -6.1036E-04  0.0000E+00  0.0000E+00
 -3.2731E+01  4.2870E-01  4.3358E-01  8.3545E-03  0.0000E+00  0.0000E+00  6.5392E-05  4.9657E-03 -6.0733E-04  0.0000E+00  0.0000E+00
 -3.2690E+01  4.2907E-01  4.3396E-01  8.8951E-03 -2.2200E-01  0.0000E+00  6.6049E-05  4.9723E-03 -6.0776E-04  2.3780E-11  0.0000E+00
 -3.4509E+01  3.9128E-01  3.9625E-01 -2.6367E-02 -2.6682E-01  0.0000E+00  8.4719E-05  5.0826E-03 -6.0545E-04  9.2892E-06  0.0000E+00
 -3.5611E+01  3.7636E-01  3.8142E-01 -3.8931E-02 -2.8565E-01  0.0000E+00  1.0242E-04  5.1877E-03 -6.0377E-04  1.7194E-05  0.0000E+00
 -3.5915E+01  3.8309E-01  3.8822E-01 -3.0241E-02 -2.8211E-01  0.0000E+00  1.1742E-04  5.2767E-03 -6.0266E-04  2.3549E-05  0.0000E+00
 -3.5532E+01  4.0868E-01  4.1387E-01 -2.8392E-03 -2.5944E-01  0.0000E+00  1.3162E-04  5.3609E-03 -6.0186E-04  2.9277E-05  0.0000E+00
 -3.4290E+01  4.5858E-01  4.6384E-01  4.8927E-02 -2.1250E-01  0.0000E+00  1.4652E-04  5.4489E-03 -6.0126E-04  3.4994E-05  0.0000E+00
 -3.2428E+01  5.2256E-01  5.2788E-01  1.1448E-01 -1.5097E-01  0.0000E+00  1.5934E-04  5.5245E-03 -6.0094E-04  3.9688E-05  0.0000E+00
 -2.9836E+01  6.0481E-01  6.1020E-01  1.9822E-01 -7.0990E-02  0.0000E+00  1.7163E-04  5.5968E-03 -6.0080E-04  4.3989E-05  0.0000E+00
 -2.7199E+01  6.8484E-01  6.9027E-01  2.7940E-01  7.2999E-03  0.0000E+00  1.8132E-04  5.6535E-03 -6.0079E-04  4.7251E-05  0.0000E+00
 -1.4559E+01  1.0491E+00  1.0547E+00  6.4731E-01  3.6628E-01  0.0000E+00  2.1279E-04  5.8362E-03 -6.0131E-04  5.7106E-05  0.0000E+00
 -1.3468E+01  1.0496E+00  1.0552E+00  6.4783E-01  3.6663E-01 -4.1947E-01  2.1322E-04  5.8391E-03 -6.0144E-04  5.7142E-05  5.6410E-13
 -1.0253E+01  1.1525E+00  1.1581E+00  7.5145E-01  4.6851E-01 -3.0737E-01  2.1985E-04  5.8766E-03 -6.0159E-04  5.9089E-05  1.6854E-06
  1.6719E+00  1.5019E+00  1.5076E+00  1.1030E+00  8.1495E-01  3.1437E-02  2.3966E-04  5.9882E-03 -6.0228E-04  6.4618E-05  5.7935E-06
  1.7208E+01  1.9475E+00  1.9533E+00  1.5507E+00  1.2576E+00  4.6793E-01  2.6037E-04  6.1034E-03 -6.0323E-04  7.0029E-05  9.7677E-06
  3.4342E+01  2.4317E+00  2.4376E+00  2.0368E+00  1.7393E+00  9.4433E-01  2.7929E-04  6.2074E-03 -6.0427E-04  7.4666E-05  1.3115E-05
