 # Mon Nov 10 17:04:48 2008
 # MSTW 2008 NLO PDF grid for eigenvector   2.
 # distance(t),tolerance(T) =   7.82507  7.81080892
 # mCharm = 1.40
 # mBottom = 4.75
 # alphaS(1GeV) = 0.49128
 # alphaS(MZ) = 0.12018
 # alphaSorder,alphaSnfmax = 1, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv
 -1.6011E+01  1.3510E+00  1.3559E+00  4.2605E-01  0.0000E+00  0.0000E+00  7.5978E-06  4.9409E-03 -7.2826E-04
 -1.6599E+01  1.2392E+00  1.2442E+00  3.2599E-01  0.0000E+00  0.0000E+00  1.5452E-05  5.0727E-03 -7.4005E-04
 -1.6709E+01  1.1727E+00  1.1779E+00  2.6812E-01  0.0000E+00  0.0000E+00  2.1902E-05  5.1715E-03 -7.4878E-04
 -1.6164E+01  1.1126E+00  1.1179E+00  2.1913E-01  0.0000E+00  0.0000E+00  3.1357E-05  5.3044E-03 -7.6037E-04
 -1.6164E+01  1.1126E+00  1.1179E+00  2.1913E-01 -6.1764E-08  0.0000E+00  3.1358E-05  5.3044E-03 -7.6037E-04
 -1.4858E+01  1.0937E+00  1.0991E+00  2.0911E-01 -1.2573E-02  0.0000E+00  4.0072E-05  5.4146E-03 -7.6982E-04
 -1.2783E+01  1.1063E+00  1.1118E+00  2.2993E-01  7.1580E-03  0.0000E+00  4.8908E-05  5.5193E-03 -7.7869E-04
 -1.0224E+01  1.1441E+00  1.1496E+00  2.7453E-01  5.0875E-02  0.0000E+00  5.6873E-05  5.6085E-03 -7.8618E-04
 -6.9949E+00  1.2060E+00  1.2116E+00  3.4276E-01  1.1830E-01  0.0000E+00  6.4803E-05  5.6934E-03 -7.9322E-04
 -2.6267E+00  1.3016E+00  1.3073E+00  4.4489E-01  2.1963E-01  0.0000E+00  7.3529E-05  5.7826E-03 -8.0057E-04
  2.0336E+00  1.4114E+00  1.4171E+00  5.6014E-01  3.3422E-01  0.0000E+00  8.1362E-05  5.8596E-03 -8.0685E-04
  7.3987E+00  1.5434E+00  1.5492E+00  6.9737E-01  4.7084E-01  0.0000E+00  8.9150E-05  5.9334E-03 -8.1282E-04
  1.2280E+01  1.6667E+00  1.6726E+00  8.2469E-01  5.9771E-01  0.0000E+00  9.5471E-05  5.9916E-03 -8.1750E-04
  3.2515E+01  2.1967E+00  2.2027E+00  1.3673E+00  1.1389E+00  0.0000E+00  1.1708E-04  6.1800E-03 -8.3244E-04
  3.2515E+01  2.1967E+00  2.2027E+00  1.3673E+00  1.1389E+00  5.3209E-08  1.1708E-04  6.1800E-03 -8.3244E-04
  3.7495E+01  2.3373E+00  2.3433E+00  1.5104E+00  1.2818E+00  1.6222E-01  1.2191E-04  6.2196E-03 -8.3553E-04
  5.4112E+01  2.8066E+00  2.8128E+00  1.9871E+00  1.7578E+00  6.3858E-01  1.3650E-04  6.3359E-03 -8.4455E-04
  7.4716E+01  3.3923E+00  3.3986E+00  2.5803E+00  2.3502E+00  1.2334E+00  1.5232E-04  6.4564E-03 -8.5377E-04
  9.6584E+01  4.0168E+00  4.0232E+00  3.2114E+00  2.9807E+00  1.8662E+00  1.6723E-04  6.5653E-03 -8.6200E-04
  1.2192E+02  4.7434E+00  4.7498E+00  3.9444E+00  3.7130E+00  2.6009E+00  1.8281E-04  6.6749E-03 -8.7019E-04
  1.4558E+02  5.4242E+00  5.4308E+00  4.6304E+00  4.3987E+00  3.2884E+00  1.9616E-04  6.7656E-03 -8.7690E-04
  1.7772E+02  6.3524E+00  6.3590E+00  5.5648E+00  5.3325E+00  4.2246E+00  2.1284E-04  6.8755E-03 -8.8494E-04
  2.0939E+02  7.2707E+00  7.2774E+00  6.4883E+00  6.2556E+00  5.1499E+00  2.2806E-04  6.9725E-03 -8.9196E-04
  2.4121E+02  8.1970E+00  8.2037E+00  7.4194E+00  7.1863E+00  6.0826E+00  2.4239E-04  7.0614E-03 -8.9833E-04
  2.8565E+02  9.4969E+00  9.5038E+00  8.7253E+00  8.4918E+00  7.3906E+00  2.6112E-04  7.1740E-03 -9.0632E-04
  3.3168E+02  1.0850E+01  1.0857E+01  1.0084E+01  9.8503E+00  8.7516E+00  2.7927E-04  7.2799E-03 -9.1374E-04
  3.7871E+02  1.2241E+01  1.2248E+01  1.1480E+01  1.1245E+01  1.0149E+01  2.9676E-04  7.3792E-03 -9.2062E-04
  4.2959E+02  1.3754E+01  1.3761E+01  1.2997E+01  1.2763E+01  1.1668E+01  3.1471E-04  7.4784E-03 -9.2743E-04
  4.8321E+02  1.5357E+01  1.5364E+01  1.4606E+01  1.4371E+01  1.3279E+01  3.3274E-04  7.5756E-03 -9.3403E-04
  5.3769E+02  1.6996E+01  1.7004E+01  1.6249E+01  1.6014E+01  1.4924E+01  3.5024E-04  7.6677E-03 -9.4022E-04
  5.9220E+02  1.8646E+01  1.8653E+01  1.7902E+01  1.7667E+01  1.6579E+01  3.6710E-04  7.7545E-03 -9.4601E-04
  6.5043E+02  2.0419E+01  2.0426E+01  1.9679E+01  1.9444E+01  1.8358E+01  3.8445E-04  7.8420E-03 -9.5178E-04
  7.1091E+02  2.2271E+01  2.2278E+01  2.1535E+01  2.1300E+01  2.0216E+01  4.0187E-04  7.9282E-03 -9.5741E-04
  7.7145E+02  2.4136E+01  2.4144E+01  2.3405E+01  2.3169E+01  2.2087E+01  4.1879E-04  8.0102E-03 -9.6273E-04
  8.3157E+02  2.6000E+01  2.6007E+01  2.5271E+01  2.5035E+01  2.3955E+01  4.3511E-04  8.0880E-03 -9.6773E-04
  8.9502E+02  2.7978E+01  2.7986E+01  2.7253E+01  2.7017E+01  2.5939E+01  4.5190E-04  8.1667E-03 -9.7275E-04
  9.6046E+02  3.0031E+01  3.0038E+01  2.9309E+01  2.9073E+01  2.7996E+01  4.6878E-04  8.2445E-03 -9.7766E-04
  1.0256E+03  3.2085E+01  3.2092E+01  3.1366E+01  3.1130E+01  3.0055E+01  4.8519E-04  8.3190E-03 -9.8233E-04
  1.0897E+03  3.4122E+01  3.4129E+01  3.3406E+01  3.3169E+01  3.2097E+01  5.0104E-04  8.3898E-03 -9.8674E-04
  1.1570E+03  3.6269E+01  3.6277E+01  3.5556E+01  3.5320E+01  3.4249E+01  5.1733E-04  8.4616E-03 -9.9117E-04
  1.2260E+03  3.8483E+01  3.8491E+01  3.7773E+01  3.7536E+01  3.6467E+01  5.3373E-04  8.5329E-03 -9.9554E-04
  1.2943E+03  4.0688E+01  4.0696E+01  3.9981E+01  3.9744E+01  3.8676E+01  5.4967E-04  8.6013E-03 -9.9970E-04
  1.3614E+03  4.2865E+01  4.2873E+01  4.2160E+01  4.1923E+01  4.0857E+01  5.6508E-04  8.6665E-03 -1.0036E-03
