 # Mon Nov 10 17:39:31 2008
 # MSTW 2008 NLO PDF grid for eigenvector   16.
 # distance(t),tolerance(T) =   2.32169  2.2840097
 # mCharm = 1.40
 # mBottom = 4.75
 # alphaS(1GeV) = 0.49128
 # alphaS(MZ) = 0.12018
 # alphaSorder,alphaSnfmax = 1, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv
 -9.8168E+00  1.3127E+00  1.3172E+00  4.3906E-01  0.0000E+00  0.0000E+00  7.2222E-06  4.4762E-03 -7.9871E-04
 -9.9601E+00  1.2438E+00  1.2483E+00  3.8125E-01  0.0000E+00  0.0000E+00  1.5068E-05  4.6004E-03 -8.1164E-04
 -9.7167E+00  1.2093E+00  1.2140E+00  3.5491E-01  0.0000E+00  0.0000E+00  2.1515E-05  4.6935E-03 -8.2121E-04
 -8.6775E+00  1.1922E+00  1.1970E+00  3.4830E-01  0.0000E+00  0.0000E+00  3.0968E-05  4.8189E-03 -8.3392E-04
 -8.6775E+00  1.1922E+00  1.1970E+00  3.4830E-01  3.7025E-08  0.0000E+00  3.0968E-05  4.8189E-03 -8.3392E-04
 -7.0120E+00  1.2091E+00  1.2139E+00  3.7355E-01  2.6914E-02  0.0000E+00  3.9685E-05  4.9230E-03 -8.4428E-04
 -4.5786E+00  1.2553E+00  1.2603E+00  4.2756E-01  8.2142E-02  0.0000E+00  4.8525E-05  5.0220E-03 -8.5401E-04
 -1.7030E+00  1.3216E+00  1.3266E+00  5.0024E-01  1.5585E-01  0.0000E+00  5.6494E-05  5.1065E-03 -8.6222E-04
  1.8348E+00  1.4103E+00  1.4154E+00  5.9498E-01  2.5155E-01  0.0000E+00  6.4432E-05  5.1868E-03 -8.6995E-04
  6.5346E+00  1.5340E+00  1.5392E+00  7.2482E-01  3.8240E-01  0.0000E+00  7.3165E-05  5.2714E-03 -8.7801E-04
  1.1486E+01  1.6679E+00  1.6731E+00  8.6385E-01  5.2228E-01  0.0000E+00  8.1007E-05  5.3444E-03 -8.8490E-04
  1.7134E+01  1.8229E+00  1.8282E+00  1.0238E+00  6.8300E-01  0.0000E+00  8.8805E-05  5.4144E-03 -8.9145E-04
  2.2240E+01  1.9642E+00  1.9696E+00  1.1689E+00  8.2877E-01  0.0000E+00  9.5134E-05  5.4696E-03 -8.9657E-04
  4.3202E+01  2.5522E+00  2.5577E+00  1.7687E+00  1.4306E+00  0.0000E+00  1.1677E-04  5.6485E-03 -9.1296E-04
  4.3202E+01  2.5522E+00  2.5577E+00  1.7687E+00  1.4306E+00  5.8799E-08  1.1677E-04  5.6485E-03 -9.1296E-04
  4.8308E+01  2.7049E+00  2.7104E+00  1.9239E+00  1.5862E+00  1.7901E-01  1.2161E-04  5.6862E-03 -9.1635E-04
  6.5301E+01  3.2096E+00  3.2152E+00  2.4356E+00  2.0991E+00  6.9783E-01  1.3623E-04  5.7967E-03 -9.2624E-04
  8.6295E+01  3.8313E+00  3.8370E+00  3.0643E+00  2.7291E+00  1.3360E+00  1.5208E-04  5.9114E-03 -9.3635E-04
  1.0851E+02  4.4879E+00  4.4937E+00  3.7271E+00  3.3929E+00  2.0071E+00  1.6702E-04  6.0151E-03 -9.4538E-04
  1.3420E+02  5.2461E+00  5.2520E+00  4.4914E+00  4.1584E+00  2.7798E+00  1.8264E-04  6.1196E-03 -9.5437E-04
  1.5815E+02  5.9529E+00  5.9588E+00  5.2030E+00  4.8709E+00  3.4982E+00  1.9601E-04  6.2061E-03 -9.6173E-04
  1.9062E+02  6.9119E+00  6.9179E+00  6.1679E+00  5.8368E+00  4.4711E+00  2.1273E-04  6.3109E-03 -9.7054E-04
  2.2258E+02  7.8569E+00  7.8631E+00  7.1180E+00  6.7878E+00  5.4282E+00  2.2799E-04  6.4035E-03 -9.7824E-04
  2.5466E+02  8.8074E+00  8.8136E+00  8.0730E+00  7.7437E+00  6.3895E+00  2.4236E-04  6.4884E-03 -9.8522E-04
  2.9942E+02  1.0138E+01  1.0144E+01  9.4086E+00  9.0804E+00  7.7331E+00  2.6113E-04  6.5961E-03 -9.9399E-04
  3.4574E+02  1.1519E+01  1.1525E+01  1.0795E+01  1.0468E+01  9.1269E+00  2.7933E-04  6.6973E-03 -1.0021E-03
  3.9303E+02  1.2935E+01  1.2941E+01  1.2216E+01  1.1889E+01  1.0554E+01  2.9686E-04  6.7923E-03 -1.0097E-03
  4.4416E+02  1.4473E+01  1.4479E+01  1.3758E+01  1.3433E+01  1.2103E+01  3.1487E-04  6.8873E-03 -1.0171E-03
  4.9801E+02  1.6100E+01  1.6107E+01  1.5390E+01  1.5066E+01  1.3742E+01  3.3295E-04  6.9803E-03 -1.0244E-03
  5.5270E+02  1.7762E+01  1.7768E+01  1.7056E+01  1.6732E+01  1.5414E+01  3.5050E-04  7.0686E-03 -1.0312E-03
  6.0740E+02  1.9432E+01  1.9439E+01  1.8730E+01  1.8407E+01  1.7093E+01  3.6741E-04  7.1519E-03 -1.0375E-03
  6.6581E+02  2.1225E+01  2.1232E+01  2.0527E+01  2.0205E+01  1.8896E+01  3.8481E-04  7.2357E-03 -1.0438E-03
  7.2645E+02  2.3097E+01  2.3104E+01  2.2402E+01  2.2081E+01  2.0777E+01  4.0229E-04  7.3184E-03 -1.0500E-03
  7.8714E+02  2.4981E+01  2.4988E+01  2.4290E+01  2.3969E+01  2.2669E+01  4.1926E-04  7.3972E-03 -1.0559E-03
  8.4739E+02  2.6862E+01  2.6868E+01  2.6173E+01  2.5853E+01  2.4558E+01  4.3564E-04  7.4719E-03 -1.0613E-03
  9.1096E+02  2.8857E+01  2.8864E+01  2.8172E+01  2.7852E+01  2.6561E+01  4.5248E-04  7.5475E-03 -1.0668E-03
  9.7652E+02  3.0926E+01  3.0933E+01  3.0244E+01  2.9925E+01  2.8638E+01  4.6942E-04  7.6223E-03 -1.0722E-03
  1.0417E+03  3.2995E+01  3.3002E+01  3.2316E+01  3.1998E+01  3.0714E+01  4.8588E-04  7.6938E-03 -1.0773E-03
  1.1060E+03  3.5046E+01  3.5053E+01  3.4370E+01  3.4052E+01  3.2772E+01  5.0178E-04  7.7619E-03 -1.0822E-03
  1.1734E+03  3.7208E+01  3.7215E+01  3.6535E+01  3.6218E+01  3.4941E+01  5.1813E-04  7.8310E-03 -1.0870E-03
  1.2424E+03  3.9435E+01  3.9443E+01  3.8765E+01  3.8448E+01  3.7175E+01  5.3458E-04  7.8996E-03 -1.0918E-03
  1.3108E+03  4.1653E+01  4.1661E+01  4.0985E+01  4.0669E+01  3.9400E+01  5.5058E-04  7.9654E-03 -1.0964E-03
  1.3779E+03  4.3842E+01  4.3850E+01  4.3177E+01  4.2861E+01  4.1595E+01  5.6604E-04  8.0282E-03 -1.1007E-03
  1.4479E+03  4.6137E+01  4.6144E+01  4.5473E+01  4.5158E+01  4.3895E+01  5.8194E-04  8.0921E-03 -1.1051E-03
  1.5196E+03  4.8501E+01  4.8508E+01  4.7840E+01  4.7525E+01  4.6266E+01  5.9797E-04  8.1557E-03 -1.1094E-03
  1.5901E+03  5.0835E+01  5.0842E+01  5.0176E+01  4.9862E+01  4.8605E+01  6.1354E-04  8.2168E-03 -1.1135E-03
  1.6593E+03  5.3140E+01  5.3147E+01  5.2483E+01  5.2169E+01  5.0916E+01  6.2861E-04  8.2753E-03 -1.1174E-03
  1.7312E+03  5.5546E+01  5.5553E+01  5.4891E+01  5.4578E+01  5.3327E+01  6.4411E-04  8.3348E-03 -1.1214E-03
 -7.7711E+00  1.1300E+00  1.1354E+00  3.7781E-01  0.0000E+00  0.0000E+00  2.3250E-05  5.5009E-03 -9.1761E-04
 -7.7173E+00  1.0817E+00  1.0874E+00  3.3923E-01  0.0000E+00  0.0000E+00  3.8951E-05  5.6579E-03 -9.3234E-04
 -7.3318E+00  1.0617E+00  1.0674E+00  3.2617E-01  0.0000E+00  0.0000E+00  5.1696E-05  5.7758E-03 -9.4322E-04
 -6.1478E+00  1.0613E+00  1.0672E+00  3.3489E-01  0.0000E+00  0.0000E+00  7.0187E-05  5.9349E-03 -9.5766E-04
 -6.1478E+00  1.0613E+00  1.0672E+00  3.3489E-01  6.6010E-08  0.0000E+00  7.0187E-05  5.9349E-03 -9.5766E-04
 -4.4583E+00  1.0888E+00  1.0947E+00  3.6960E-01  3.7121E-02  0.0000E+00  8.6989E-05  6.0671E-03 -9.6940E-04
 -2.0999E+00  1.1413E+00  1.1473E+00  4.2879E-01  9.7723E-02  0.0000E+00  1.0390E-04  6.1930E-03 -9.8041E-04
  6.0556E-01  1.2091E+00  1.2153E+00  5.0218E-01  1.7231E-01  0.0000E+00  1.1905E-04  6.3006E-03 -9.8969E-04
  3.8634E+00  1.2955E+00  1.3018E+00  5.9376E-01  2.6500E-01  0.0000E+00  1.3406E-04  6.4030E-03 -9.9842E-04
  8.1134E+00  1.4119E+00  1.4183E+00  7.1552E-01  3.8791E-01  0.0000E+00  1.5049E-04  6.5109E-03 -1.0075E-03
  1.2525E+01  1.5350E+00  1.5414E+00  8.4307E-01  5.1645E-01  0.0000E+00  1.6518E-04  6.6041E-03 -1.0153E-03
  1.7493E+01  1.6751E+00  1.6816E+00  9.8737E-01  6.6167E-01  0.0000E+00  1.7972E-04  6.6936E-03 -1.0226E-03
  2.1942E+01  1.8012E+00  1.8077E+00  1.1168E+00  7.9179E-01  0.0000E+00  1.9150E-04  6.7642E-03 -1.0284E-03
