 # Mon Nov 10 18:18:39 2008
 # MSTW 2008 NNLO PDF grid for eigenvector   7.
 # distance(t),tolerance(T) =   3.94084  3.98661748
 # mCharm = 1.40
 # mBottom = 4.75
 # alphaS(1GeV) = 0.45077
 # alphaS(MZ) = 0.11707
 # alphaSorder,alphaSnfmax = 2, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv         xcv         xbv
 -2.5063E+01  7.2147E-01  7.2607E-01  2.9177E-01  0.0000E+00  0.0000E+00  9.6741E-09  4.6075E-03 -7.0385E-04  0.0000E+00  0.0000E+00
 -2.8633E+01  5.9670E-01  6.0142E-01  1.7055E-01  0.0000E+00  0.0000E+00  2.1481E-05  4.7480E-03 -7.0103E-04  0.0000E+00  0.0000E+00
 -3.1238E+01  5.1448E-01  5.1929E-01  9.0871E-02  0.0000E+00  0.0000E+00  3.7220E-05  4.8515E-03 -6.9945E-04  0.0000E+00  0.0000E+00
 -3.4380E+01  4.2335E-01  4.2826E-01  3.0139E-03  0.0000E+00  0.0000E+00  5.8030E-05  4.9887E-03 -6.9798E-04  0.0000E+00  0.0000E+00
 -3.4359E+01  4.2375E-01  4.2867E-01  3.5852E-03 -2.2088E-01  0.0000E+00  5.8639E-05  4.9953E-03 -6.9849E-04  2.3389E-11  0.0000E+00
 -3.6260E+01  3.7590E-01  3.8091E-01 -4.1731E-02 -2.7658E-01  0.0000E+00  7.5969E-05  5.1056E-03 -6.9740E-04  9.1395E-06  0.0000E+00
 -3.7458E+01  3.5130E-01  3.5640E-01 -6.3971E-02 -3.0543E-01  0.0000E+00  9.2370E-05  5.2107E-03 -6.9687E-04  1.6923E-05  0.0000E+00
 -3.7856E+01  3.4962E-01  3.5479E-01 -6.3693E-02 -3.1059E-01  0.0000E+00  1.0625E-04  5.2998E-03 -6.9672E-04  2.3186E-05  0.0000E+00
 -3.7576E+01  3.6704E-01  3.7227E-01 -4.4462E-02 -2.9635E-01  0.0000E+00  1.1937E-04  5.3840E-03 -6.9681E-04  2.8834E-05  0.0000E+00
 -3.6454E+01  4.0812E-01  4.1342E-01 -1.5174E-03 -2.5850E-01  0.0000E+00  1.3312E-04  5.4721E-03 -6.9714E-04  3.4476E-05  0.0000E+00
 -3.4708E+01  4.6427E-01  4.6964E-01  5.6217E-02 -2.0502E-01  0.0000E+00  1.4494E-04  5.5477E-03 -6.9760E-04  3.9110E-05  0.0000E+00
 -3.2240E+01  5.3881E-01  5.4423E-01  1.3223E-01 -1.3296E-01  0.0000E+00  1.5625E-04  5.6200E-03 -6.9820E-04  4.3358E-05  0.0000E+00
 -2.9707E+01  6.1259E-01  6.1806E-01  2.0717E-01 -6.1077E-02  0.0000E+00  1.6516E-04  5.6767E-03 -6.9877E-04  4.6582E-05  0.0000E+00
