 # Mon Nov 10 20:14:22 2008
 # MSTW 2008 NNLO PDF grid for eigenvector   18.
 # distance(t),tolerance(T) =   4.86169152  6.21574523
 # mCharm = 1.40
 # mBottom = 4.75
 # alphaS(1GeV) = 0.45077
 # alphaS(MZ) = 0.11707
 # alphaSorder,alphaSnfmax = 2, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv         xcv         xbv
 -3.2077E+01  7.2140E-01  7.2472E-01  2.8368E-01  0.0000E+00  0.0000E+00 -8.9562E-07  3.3204E-03 -5.0764E-04  0.0000E+00  0.0000E+00
 -3.6360E+01  5.4036E-01  5.4377E-01  1.0627E-01  0.0000E+00  0.0000E+00  1.9726E-05  3.4344E-03 -5.0187E-04  0.0000E+00  0.0000E+00
 -3.9537E+01  4.1622E-01  4.1970E-01 -1.5279E-02  0.0000E+00  0.0000E+00  3.4876E-05  3.5187E-03 -4.9808E-04  0.0000E+00  0.0000E+00
 -4.3482E+01  2.6875E-01  2.7231E-01 -1.5940E-01  0.0000E+00  0.0000E+00  5.4936E-05  3.6306E-03 -4.9365E-04  0.0000E+00  0.0000E+00
 -4.3570E+01  2.6938E-01  2.7294E-01 -1.5860E-01 -2.2440E-01  0.0000E+00  5.5533E-05  3.6358E-03 -4.9399E-04  2.3028E-11  0.0000E+00
 -4.6051E+01  1.7412E-01  1.7775E-01 -2.5128E-01 -3.3284E-01  0.0000E+00  7.2268E-05  3.7263E-03 -4.9052E-04  9.0101E-06  0.0000E+00
 -4.7842E+01  1.0500E-01  1.0870E-01 -3.1799E-01 -4.0907E-01  0.0000E+00  8.8119E-05  3.8125E-03 -4.8771E-04  1.6709E-05  0.0000E+00
 -4.8760E+01  6.5668E-02  6.9428E-02 -3.5532E-01 -4.5424E-01  0.0000E+00  1.0154E-04  3.8858E-03 -4.8560E-04  2.2920E-05  0.0000E+00
 -4.8982E+01  4.7558E-02  5.1372E-02 -3.7157E-01 -4.7771E-01  0.0000E+00  1.1423E-04  3.9551E-03 -4.8384E-04  2.8534E-05  0.0000E+00
 -4.8395E+01  5.1511E-02  5.5380E-02 -3.6571E-01 -4.7920E-01  0.0000E+00  1.2753E-04  4.0277E-03 -4.8223E-04  3.4154E-05  0.0000E+00
 -4.7113E+01  7.5854E-02  7.9772E-02 -3.3976E-01 -4.5941E-01  0.0000E+00  1.3896E-04  4.0902E-03 -4.8103E-04  3.8779E-05  0.0000E+00
 -4.5090E+01  1.2006E-01  1.2403E-01 -2.9403E-01 -4.1943E-01  0.0000E+00  1.4991E-04  4.1499E-03 -4.8004E-04  4.3027E-05  0.0000E+00
 -4.2908E+01  1.7008E-01  1.7408E-01 -2.4284E-01 -3.7267E-01  0.0000E+00  1.5853E-04  4.1969E-03 -4.7935E-04  4.6256E-05  0.0000E+00
 -3.1767E+01  4.3680E-01  4.4092E-01  2.7575E-02 -1.1599E-01  0.0000E+00  1.8648E-04  4.3485E-03 -4.7768E-04  5.6040E-05  0.0000E+00
 -3.0727E+01  4.3760E-01  4.4173E-01  2.8443E-02 -1.1537E-01 -4.2713E-01  1.8687E-04  4.3509E-03 -4.7777E-04  5.6078E-05  5.5389E-13
 -2.7775E+01  5.1959E-01  5.2374E-01  1.1117E-01 -3.5338E-02 -3.4318E-01  1.9275E-04  4.3821E-03 -4.7747E-04  5.8017E-05  1.6551E-06
 -1.6672E+01  8.0809E-01  8.1231E-01  4.0183E-01  2.4748E-01 -7.6105E-02  2.1032E-04  4.4751E-03 -4.7681E-04  6.3534E-05  5.6971E-06
 -2.0006E+00  1.1909E+00  1.1952E+00  7.8683E-01  6.2468E-01  2.8643E-01  2.2867E-04  4.5714E-03 -4.7636E-04  6.8948E-05  9.6182E-06
  1.4343E+01  1.6186E+00  1.6229E+00  1.2164E+00  1.0475E+00  6.9652E-01  2.4541E-04  4.6585E-03 -4.7614E-04  7.3599E-05  1.2930E-05
  3.3980E+01  2.1342E+00  2.1386E+00  1.7339E+00  1.5584E+00  1.1951E+00  2.6242E-04  4.7460E-03 -4.7609E-04  7.8065E-05  1.6056E-05
  5.2819E+01  2.6307E+00  2.6352E+00  2.2320E+00  2.0511E+00  1.6781E+00  2.7665E-04  4.8186E-03 -4.7616E-04  8.1610E-05  1.8500E-05
  7.8999E+01  3.3239E+00  3.3284E+00  2.9270E+00  2.7400E+00  2.3554E+00  2.9406E-04  4.9064E-03 -4.7638E-04  8.5727E-05  2.1293E-05
  1.0530E+02  4.0241E+00  4.0287E+00  3.6288E+00  3.4365E+00  3.0422E+00  3.0961E-04  4.9840E-03 -4.7667E-04  8.9219E-05  2.3624E-05
  1.3213E+02  4.7422E+00  4.7469E+00  4.3483E+00  4.1513E+00  3.7484E+00  3.2402E-04  5.0552E-03 -4.7702E-04  9.2306E-05  2.5655E-05
  1.7015E+02  5.7666E+00  5.7713E+00  5.3745E+00  5.1717E+00  4.7582E+00  3.4253E-04  5.1454E-03 -4.7757E-04  9.6074E-05  2.8094E-05
  2.1005E+02  6.8496E+00  6.8544E+00  6.4592E+00  6.2511E+00  5.8281E+00  3.6016E-04  5.2304E-03 -4.7818E-04  9.9479E-05  3.0260E-05
  2.5125E+02  7.9768E+00  7.9817E+00  7.5878E+00  7.3750E+00  6.9434E+00  3.7692E-04  5.3100E-03 -4.7882E-04  1.0256E-04  3.2187E-05
  2.9624E+02  9.2172E+00  9.2221E+00  8.8297E+00  8.6123E+00  8.1723E+00  3.9390E-04  5.3898E-03 -4.7952E-04  1.0553E-04  3.4022E-05
  3.4404E+02  1.0546E+01  1.0551E+01  1.0160E+01  9.9377E+00  9.4899E+00  4.1075E-04  5.4680E-03 -4.8027E-04  1.0836E-04  3.5736E-05
  3.9294E+02  1.1916E+01  1.1921E+01  1.1531E+01  1.1306E+01  1.0850E+01  4.2695E-04  5.5422E-03 -4.8103E-04  1.1095E-04  3.7289E-05
  4.4216E+02  1.3306E+01  1.3311E+01  1.2922E+01  1.2693E+01  1.2231E+01  4.4242E-04  5.6122E-03 -4.8178E-04  1.1334E-04  3.8697E-05
  4.9502E+02  1.4811E+01  1.4816E+01  1.4429E+01  1.4195E+01  1.3727E+01  4.5820E-04  5.6829E-03 -4.8258E-04  1.1567E-04  4.0058E-05
  5.5018E+02  1.6394E+01  1.6399E+01  1.6012E+01  1.5776E+01  1.5302E+01  4.7393E-04  5.7525E-03 -4.8339E-04  1.1792E-04  4.1350E-05
  6.0563E+02  1.7997E+01  1.8002E+01  1.7617E+01  1.7377E+01  1.6897E+01  4.8910E-04  5.8190E-03 -4.8419E-04  1.2001E-04  4.2538E-05
  6.6091E+02  1.9608E+01  1.9613E+01  1.9229E+01  1.8986E+01  1.8501E+01  5.0366E-04  5.8820E-03 -4.8497E-04  1.2195E-04  4.3628E-05
  7.1944E+02  2.1326E+01  2.1331E+01  2.0948E+01  2.0702E+01  2.0212E+01  5.1854E-04  5.9458E-03 -4.8577E-04  1.2386E-04  4.4695E-05
  7.8000E+02  2.3118E+01  2.3123E+01  2.2741E+01  2.2492E+01  2.1997E+01  5.3343E-04  6.0091E-03 -4.8659E-04  1.2572E-04  4.5718E-05
  8.4042E+02  2.4918E+01  2.4924E+01  2.4542E+01  2.4291E+01  2.3791E+01  5.4784E-04  6.0696E-03 -4.8739E-04  1.2747E-04  4.6669E-05
  9.0016E+02  2.6711E+01  2.6717E+01  2.6336E+01  2.6082E+01  2.5578E+01  5.6170E-04  6.1273E-03 -4.8816E-04  1.2910E-04  4.7548E-05
  9.6293E+02  2.8608E+01  2.8614E+01  2.8234E+01  2.7978E+01  2.7469E+01  5.7589E-04  6.1858E-03 -4.8895E-04  1.3072E-04  4.8418E-05
  1.0274E+03  3.0571E+01  3.0576E+01  3.0197E+01  2.9939E+01  2.9426E+01  5.9012E-04  6.2440E-03 -4.8974E-04  1.3231E-04  4.9259E-05
  1.0914E+03  3.2532E+01  3.2538E+01  3.2159E+01  3.1899E+01  3.1382E+01  6.0391E-04  6.2998E-03 -4.9052E-04  1.3380E-04  5.0045E-05
  1.1544E+03  3.4474E+01  3.4480E+01  3.4103E+01  3.3840E+01  3.3320E+01  6.1719E-04  6.3532E-03 -4.9126E-04  1.3521E-04  5.0779E-05
  1.2202E+03  3.6516E+01  3.6522E+01  3.6145E+01  3.5880E+01  3.5356E+01  6.3082E-04  6.4075E-03 -4.9203E-04  1.3661E-04  5.1509E-05
  1.2877E+03  3.8627E+01  3.8633E+01  3.8257E+01  3.7990E+01  3.7463E+01  6.4452E-04  6.4616E-03 -4.9280E-04  1.3799E-04  5.2218E-05
  1.3541E+03  4.0716E+01  4.0722E+01  4.0347E+01  4.0078E+01  3.9548E+01  6.5779E-04  6.5136E-03 -4.9354E-04  1.3930E-04  5.2887E-05
  1.4195E+03  4.2786E+01  4.2791E+01  4.2417E+01  4.2146E+01  4.1613E+01  6.7061E-04  6.5634E-03 -4.9426E-04  1.4054E-04  5.3513E-05
  1.4875E+03  4.4951E+01  4.4956E+01  4.4583E+01  4.4310E+01  4.3774E+01  6.8377E-04  6.6142E-03 -4.9499E-04  1.4178E-04  5.4139E-05
 -2.5333E+01  6.6345E-01  6.6754E-01  2.6084E-01  0.0000E+00  0.0000E+00  1.9597E-06  4.0883E-03 -5.8321E-04  0.0000E+00  0.0000E+00
 -2.8395E+01  5.5283E-01  5.5703E-01  1.5356E-01  0.0000E+00  0.0000E+00  3.4099E-05  4.2368E-03 -5.7307E-04  0.0000E+00  0.0000E+00
 -3.0525E+01  4.8167E-01  4.8595E-01  8.4805E-02  0.0000E+00  0.0000E+00  5.7762E-05  4.3466E-03 -5.6636E-04  0.0000E+00  0.0000E+00
 -3.2929E+01  4.0538E-01  4.0976E-01  1.1605E-02  0.0000E+00  0.0000E+00  8.9188E-05  4.4924E-03 -5.5842E-04  0.0000E+00  0.0000E+00
 -3.2801E+01  4.0577E-01  4.1016E-01  1.2157E-02 -2.3956E-01  0.0000E+00  9.0160E-05  4.4992E-03 -5.5879E-04  3.1686E-11  0.0000E+00
 -3.4079E+01  3.6917E-01  3.7365E-01 -2.2054E-02 -2.8256E-01  0.0000E+00  1.1638E-04  4.6172E-03 -5.5266E-04  1.2364E-05  0.0000E+00
 -3.4658E+01  3.5402E-01  3.5858E-01 -3.4980E-02 -3.0116E-01  0.0000E+00  1.4130E-04  4.7298E-03 -5.4756E-04  2.2855E-05  0.0000E+00
 -3.4551E+01  3.5886E-01  3.6349E-01 -2.8292E-02 -2.9912E-01  0.0000E+00  1.6248E-04  4.8254E-03 -5.4368E-04  3.1268E-05  0.0000E+00
 -3.3835E+01  3.8065E-01  3.8535E-01 -4.7799E-03 -2.7987E-01  0.0000E+00  1.8255E-04  4.9159E-03 -5.4037E-04  3.8832E-05  0.0000E+00
 -3.2331E+01  4.2386E-01  4.2863E-01  4.0196E-02 -2.3923E-01  0.0000E+00  2.0364E-04  5.0108E-03 -5.3726E-04  4.6364E-05  0.0000E+00
 -3.0344E+01  4.7937E-01  4.8420E-01  9.7189E-02 -1.8585E-01  0.0000E+00  2.2182E-04  5.0925E-03 -5.3487E-04  5.2533E-05  0.0000E+00
 -2.7746E+01  5.5058E-01  5.5546E-01  1.6980E-01 -1.1660E-01  0.0000E+00  2.3928E-04  5.1707E-03 -5.3281E-04  5.8172E-05  0.0000E+00
 -2.5195E+01  6.1965E-01  6.2459E-01  2.3996E-01 -4.9024E-02  0.0000E+00  2.5306E-04  5.2322E-03 -5.3135E-04  6.2441E-05  0.0000E+00
 -1.3533E+01  9.3168E-01  9.3676E-01  5.5540E-01  2.5846E-01  0.0000E+00  2.9792E-04  5.4309E-03 -5.2743E-04  7.5286E-05  0.0000E+00
 -1.2578E+01  9.3215E-01  9.3723E-01  5.5593E-01  2.5883E-01 -3.5750E-01  2.9855E-04  5.4340E-03 -5.2752E-04  7.5333E-05  7.4196E-13
 -9.6873E+00  1.0196E+00  1.0247E+00  6.4401E-01  3.4537E-01 -2.6294E-01  3.0800E-04  5.4750E-03 -5.2680E-04  7.7861E-05  2.2166E-06
  8.3800E-01  1.3150E+00  1.3202E+00  9.4145E-01  6.3830E-01  2.1722E-02  3.3630E-04  5.5971E-03 -5.2497E-04  8.5022E-05  7.6087E-06
