 # Mon Nov 10 18:25:59 2008
 # MSTW 2008 NNLO PDF grid for eigenvector   8.
 # distance(t),tolerance(T) =   2.04161  2.09316864
 # mCharm = 1.40
 # mBottom = 4.75
 # alphaS(1GeV) = 0.45077
 # alphaS(MZ) = 0.11707
 # alphaSorder,alphaSnfmax = 2, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv         xcv         xbv
 -2.7258E+01  7.0286E-01  7.0780E-01  2.6854E-01  0.0000E+00  0.0000E+00  1.7406E-07  4.9422E-03 -5.8303E-04  0.0000E+00  0.0000E+00
 -3.1088E+01  5.6052E-01  5.6558E-01  1.2979E-01  0.0000E+00  0.0000E+00  2.1930E-05  5.0876E-03 -5.7809E-04  0.0000E+00  0.0000E+00
 -3.3899E+01  4.6524E-01  4.7038E-01  3.7083E-02  0.0000E+00  0.0000E+00  3.7874E-05  5.1947E-03 -5.7499E-04  0.0000E+00  0.0000E+00
 -3.7326E+01  3.5664E-01  3.6190E-01 -6.8201E-02  0.0000E+00  0.0000E+00  5.8951E-05  5.3366E-03 -5.7152E-04  0.0000E+00  0.0000E+00
 -3.7341E+01  3.5712E-01  3.6239E-01 -6.7547E-02 -2.2281E-01  0.0000E+00  5.9567E-05  5.3434E-03 -5.7192E-04  2.3568E-11  0.0000E+00
 -3.9445E+01  2.9474E-01  3.0010E-01 -1.2737E-01 -2.9488E-01  0.0000E+00  7.7116E-05  5.4575E-03 -5.6926E-04  9.2071E-06  0.0000E+00
 -4.0845E+01  2.5662E-01  2.6207E-01 -1.6310E-01 -3.3830E-01  0.0000E+00  9.3722E-05  5.5661E-03 -5.6725E-04  1.7044E-05  0.0000E+00
 -4.1414E+01  2.4364E-01  2.4916E-01 -1.7411E-01 -3.5563E-01  0.0000E+00  1.0778E-04  5.6581E-03 -5.6584E-04  2.3346E-05  0.0000E+00
 -4.1293E+01  2.5052E-01  2.5611E-01 -1.6539E-01 -3.5273E-01  0.0000E+00  1.2106E-04  5.7450E-03 -5.6477E-04  2.9027E-05  0.0000E+00
 -4.0333E+01  2.8074E-01  2.8641E-01 -1.3328E-01 -3.2654E-01  0.0000E+00  1.3498E-04  5.8359E-03 -5.6388E-04  3.4700E-05  0.0000E+00
