 # Mon Nov 10 18:29:42 2008
 # MSTW 2008 NNLO PDF grid for eigenvector  -10.
 # distance(t),tolerance(T) =   3.16470418  3.39745781
 # mCharm = 1.40
 # mBottom = 4.75
 # alphaS(1GeV) = 0.45077
 # alphaS(MZ) = 0.11707
 # alphaSorder,alphaSnfmax = 2, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv         xcv         xbv
 -2.2933E+01  7.0695E-01  7.1168E-01  2.6637E-01  0.0000E+00  0.0000E+00 -8.3585E-08  4.7278E-03 -5.9985E-04  0.0000E+00  0.0000E+00
 -2.6353E+01  5.9761E-01  6.0245E-01  1.6067E-01  0.0000E+00  0.0000E+00  2.1673E-05  4.8704E-03 -5.9517E-04  0.0000E+00  0.0000E+00
 -2.8838E+01  5.2682E-01  5.3174E-01  9.2483E-02  0.0000E+00  0.0000E+00  3.7622E-05  4.9754E-03 -5.9226E-04  0.0000E+00  0.0000E+00
 -3.1813E+01  4.5099E-01  4.5603E-01  2.0021E-02  0.0000E+00  0.0000E+00  5.8710E-05  5.1147E-03 -5.8903E-04  0.0000E+00  0.0000E+00
 -3.1769E+01  4.5134E-01  4.5638E-01  2.0540E-02 -2.1837E-01  0.0000E+00  5.9329E-05  5.1213E-03 -5.8945E-04  2.3595E-11  0.0000E+00
 -3.3552E+01  4.1639E-01  4.2153E-01 -1.1809E-02 -2.5988E-01  0.0000E+00  7.6894E-05  5.2333E-03 -5.8699E-04  9.2186E-06  0.0000E+00
 -3.4625E+01  4.0394E-01  4.0916E-01 -2.1842E-02 -2.7594E-01  0.0000E+00  9.3518E-05  5.3399E-03 -5.8515E-04  1.7067E-05  0.0000E+00
 -3.4909E+01  4.1259E-01  4.1788E-01 -1.1187E-02 -2.7024E-01  0.0000E+00  1.0759E-04  5.4302E-03 -5.8390E-04  2.3380E-05  0.0000E+00
 -3.4515E+01  4.3981E-01  4.4517E-01  1.7902E-02 -2.4571E-01  0.0000E+00  1.2089E-04  5.5156E-03 -5.8297E-04  2.9072E-05  0.0000E+00
 -3.3267E+01  4.9124E-01  4.9667E-01  7.1243E-02 -1.9700E-01  0.0000E+00  1.3483E-04  5.6049E-03 -5.8223E-04  3.4756E-05  0.0000E+00
 -3.1406E+01  5.5636E-01  5.6186E-01  1.3798E-01 -1.3414E-01  0.0000E+00  1.4681E-04  5.6816E-03 -5.8179E-04  3.9424E-05  0.0000E+00
 -2.8821E+01  6.3954E-01  6.4510E-01  2.2269E-01 -5.3046E-02  0.0000E+00  1.5829E-04  5.7548E-03 -5.8153E-04  4.3703E-05  0.0000E+00
 -2.6194E+01  7.2019E-01  7.2579E-01  3.0451E-01  2.6001E-02  0.0000E+00  1.6733E-04  5.8124E-03 -5.8142E-04  4.6949E-05  0.0000E+00
 -1.3614E+01  1.0857E+00  1.0915E+00  6.7376E-01  3.8666E-01  0.0000E+00  1.9664E-04  5.9977E-03 -5.8163E-04  5.6760E-05  0.0000E+00
 -1.2531E+01  1.0862E+00  1.0919E+00  6.7426E-01  3.8699E-01 -4.1579E-01  1.9705E-04  6.0006E-03 -5.8175E-04  5.6797E-05  5.6077E-13
 -9.3339E+00  1.1892E+00  1.1949E+00  7.7799E-01  4.8905E-01 -3.0328E-01  2.0322E-04  6.0386E-03 -5.8184E-04  5.8736E-05  1.6755E-06
  2.5231E+00  1.5385E+00  1.5444E+00  1.1295E+00  8.3568E-01  3.6220E-02  2.2166E-04  6.1518E-03 -5.8233E-04  6.4245E-05  5.7604E-06
  1.7970E+01  1.9835E+00  1.9895E+00  1.5767E+00  1.2780E+00  4.7285E-01  2.4091E-04  6.2686E-03 -5.8307E-04  6.9638E-05  9.7137E-06
  3.5008E+01  2.4666E+00  2.4727E+00  2.0617E+00  1.7589E+00  9.4884E-01  2.5850E-04  6.3740E-03 -5.8394E-04  7.4262E-05  1.3045E-05
  5.5331E+01  3.0372E+00  3.0434E+00  2.6343E+00  2.3273E+00  1.5127E+00  2.7637E-04  6.4798E-03 -5.8497E-04  7.8691E-05  1.6184E-05
  7.4728E+01  3.5787E+00  3.5850E+00  3.1773E+00  2.8671E+00  2.0488E+00  2.9133E-04  6.5673E-03 -5.8593E-04  8.2202E-05  1.8633E-05
  1.0157E+02  4.3257E+00  4.3320E+00  3.9261E+00  3.6121E+00  2.7897E+00  3.0963E-04  6.6730E-03 -5.8722E-04  8.6272E-05  2.1427E-05
  1.2844E+02  5.0728E+00  5.0792E+00  4.6748E+00  4.3575E+00  3.5316E+00  3.2599E-04  6.7662E-03 -5.8847E-04  8.9717E-05  2.3755E-05
  1.5578E+02  5.8333E+00  5.8397E+00  5.4367E+00  5.1166E+00  4.2875E+00  3.4115E-04  6.8515E-03 -5.8968E-04  9.2759E-05  2.5780E-05
  1.9442E+02  6.9105E+00  6.9170E+00  6.5157E+00  6.1921E+00  5.3594E+00  3.6063E-04  6.9595E-03 -5.9132E-04  9.6467E-05  2.8208E-05
  2.3488E+02  8.0425E+00  8.0491E+00  7.6493E+00  7.3225E+00  6.4865E+00  3.7920E-04  7.0609E-03 -5.9294E-04  9.9812E-05  3.0361E-05
  2.7658E+02  9.2147E+00  9.2214E+00  8.8231E+00  8.4934E+00  7.6545E+00  3.9684E-04  7.1558E-03 -5.9453E-04  1.0283E-04  3.2273E-05
  3.2205E+02  1.0499E+01  1.0506E+01  1.0109E+01  9.7768E+00  8.9352E+00  4.1473E-04  7.2506E-03 -5.9618E-04  1.0575E-04  3.4091E-05
  3.7030E+02  1.1870E+01  1.1877E+01  1.1482E+01  1.1147E+01  1.0302E+01  4.3249E-04  7.3434E-03 -5.9784E-04  1.0851E-04  3.5787E-05
  4.1961E+02  1.3281E+01  1.3288E+01  1.2893E+01  1.2556E+01  1.1709E+01  4.4956E-04  7.4313E-03 -5.9946E-04  1.1105E-04  3.7321E-05
  4.6919E+02  1.4707E+01  1.4714E+01  1.4321E+01  1.3981E+01  1.3133E+01  4.6586E-04  7.5142E-03 -6.0102E-04  1.1338E-04  3.8711E-05
  5.2240E+02  1.6249E+01  1.6256E+01  1.5864E+01  1.5522E+01  1.4671E+01  4.8249E-04  7.5975E-03 -6.0262E-04  1.1566E-04  4.0053E-05
  5.7788E+02  1.7867E+01  1.7874E+01  1.7483E+01  1.7139E+01  1.6287E+01  4.9907E-04  7.6796E-03 -6.0422E-04  1.1785E-04  4.1325E-05
  6.3363E+02  1.9503E+01  1.9510E+01  1.9120E+01  1.8775E+01  1.7921E+01  5.1507E-04  7.7577E-03 -6.0577E-04  1.1988E-04  4.2494E-05
