 # Mon Nov 10 17:08:41 2008
 # MSTW 2008 NLO PDF grid for eigenvector  -5.
 # distance(t),tolerance(T) =   5.14883  5.15523832
 # mCharm = 1.40
 # mBottom = 4.75
 # alphaS(1GeV) = 0.49128
 # alphaS(MZ) = 0.12018
 # alphaSorder,alphaSnfmax = 1, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv
 -1.3938E+01  1.2860E+00  1.2908E+00  4.4552E-01  0.0000E+00  0.0000E+00  7.3801E-06  4.7990E-03 -1.4687E-03
 -1.4281E+01  1.1934E+00  1.1983E+00  3.6365E-01  0.0000E+00  0.0000E+00  1.5172E-05  4.9286E-03 -1.4925E-03
 -1.4185E+01  1.1419E+00  1.1469E+00  3.1989E-01  0.0000E+00  0.0000E+00  2.1573E-05  5.0258E-03 -1.5100E-03
 -1.3334E+01  1.1025E+00  1.1076E+00  2.9063E-01  0.0000E+00  0.0000E+00  3.0958E-05  5.1565E-03 -1.5334E-03
 -1.3334E+01  1.1025E+00  1.1076E+00  2.9063E-01 -1.4832E-08  0.0000E+00  3.0958E-05  5.1566E-03 -1.5334E-03
 -1.1781E+01  1.1016E+00  1.1068E+00  2.9775E-01  6.4494E-03  0.0000E+00  3.9610E-05  5.2650E-03 -1.5525E-03
 -9.4475E+00  1.1317E+00  1.1370E+00  3.3530E-01  4.3911E-02  0.0000E+00  4.8384E-05  5.3680E-03 -1.5704E-03
 -6.6506E+00  1.1847E+00  1.1901E+00  3.9454E-01  1.0310E-01  0.0000E+00  5.6294E-05  5.4560E-03 -1.5855E-03
 -3.1806E+00  1.2615E+00  1.2669E+00  4.7702E-01  1.8555E-01  0.0000E+00  6.4172E-05  5.5395E-03 -1.5997E-03
  1.4562E+00  1.3731E+00  1.3786E+00  5.9452E-01  3.0304E-01  0.0000E+00  7.2839E-05  5.6274E-03 -1.6145E-03
  6.3606E+00  1.4969E+00  1.5025E+00  7.2334E-01  4.3187E-01  0.0000E+00  8.0621E-05  5.7033E-03 -1.6272E-03
  1.1971E+01  1.6427E+00  1.6484E+00  8.7388E-01  5.8243E-01  0.0000E+00  8.8358E-05  5.7760E-03 -1.6392E-03
  1.7053E+01  1.7771E+00  1.7828E+00  1.0119E+00  7.2047E-01  0.0000E+00  9.4639E-05  5.8333E-03 -1.6486E-03
  3.7976E+01  2.3442E+00  2.3501E+00  1.5904E+00  1.2991E+00  0.0000E+00  1.1611E-04  6.0190E-03 -1.6788E-03
  3.7976E+01  2.3442E+00  2.3501E+00  1.5904E+00  1.2991E+00  5.6646E-08  1.1611E-04  6.0190E-03 -1.6788E-03
  4.3093E+01  2.4928E+00  2.4988E+00  1.7414E+00  1.4501E+00  1.7257E-01  1.2091E-04  6.0581E-03 -1.6850E-03
  6.0127E+01  2.9863E+00  2.9923E+00  2.2416E+00  1.9505E+00  6.7578E-01  1.3541E-04  6.1727E-03 -1.7032E-03
  8.1187E+01  3.5976E+00  3.6037E+00  2.8597E+00  2.5687E+00  1.2991E+00  1.5114E-04  6.2916E-03 -1.7218E-03
  1.0349E+02  4.2459E+00  4.2521E+00  3.5138E+00  3.2230E+00  1.9580E+00  1.6596E-04  6.3990E-03 -1.7384E-03
  1.2928E+02  4.9968E+00  5.0031E+00  4.2706E+00  3.9799E+00  2.7195E+00  1.8145E-04  6.5071E-03 -1.7549E-03
