 # Mon Nov 10 20:26:14 2008
 # MSTW 2008 NNLO PDF grid for eigenvector  -19.
 # distance(t),tolerance(T) =   1.8824319  3.48910551
 # mCharm = 1.40
 # mBottom = 4.75
 # alphaS(1GeV) = 0.45077
 # alphaS(MZ) = 0.11707
 # alphaSorder,alphaSnfmax = 2, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv         xcv         xbv
 -4.0680E+01  7.0294E-01  7.0781E-01  2.6385E-01  0.0000E+00  0.0000E+00  5.1238E-07  4.8637E-03 -5.6435E-04  0.0000E+00  0.0000E+00
 -4.5520E+01  4.7244E-01  4.7742E-01  3.6972E-02  0.0000E+00  0.0000E+00  2.2413E-05  5.0090E-03 -5.5911E-04  0.0000E+00  0.0000E+00
 -4.9102E+01  3.1258E-01  3.1764E-01 -1.2030E-01  0.0000E+00  0.0000E+00  3.8467E-05  5.1160E-03 -5.5578E-04  0.0000E+00  0.0000E+00
 -5.3558E+01  1.1864E-01  1.2382E-01 -3.1088E-01  0.0000E+00  0.0000E+00  5.9694E-05  5.2578E-03 -5.5202E-04  0.0000E+00  0.0000E+00
 -5.3671E+01  1.1951E-01  1.2470E-01 -3.0984E-01 -2.5616E-01  0.0000E+00  6.0314E-05  5.2646E-03 -5.5241E-04  2.3567E-11  0.0000E+00
 -5.6460E+01 -1.3075E-02 -7.7976E-03 -4.3984E-01 -4.0648E-01  0.0000E+00  7.7991E-05  5.3786E-03 -5.4952E-04  9.2064E-06  0.0000E+00
 -5.8528E+01 -1.1609E-01 -1.1073E-01 -5.4044E-01 -5.1914E-01  0.0000E+00  9.4722E-05  5.4871E-03 -5.4730E-04  1.7042E-05  0.0000E+00
 -5.9662E+01 -1.8319E-01 -1.7775E-01 -6.0554E-01 -5.9416E-01  0.0000E+00  1.0889E-04  5.5790E-03 -5.4571E-04  2.3342E-05  0.0000E+00
 -6.0071E+01 -2.2672E-01 -2.2121E-01 -6.4721E-01 -6.4496E-01  0.0000E+00  1.2228E-04  5.6659E-03 -5.4447E-04  2.9021E-05  0.0000E+00
 -5.9660E+01 -2.4849E-01 -2.4291E-01 -6.6708E-01 -6.7414E-01  0.0000E+00  1.3630E-04  5.7568E-03 -5.4341E-04  3.4691E-05  0.0000E+00
 -5.8512E+01 -2.4552E-01 -2.3987E-01 -6.6249E-01 -6.7736E-01  0.0000E+00  1.4837E-04  5.8348E-03 -5.4270E-04  3.9347E-05  0.0000E+00
