 # Mon Nov 10 16:50:12 2008
 # MSTW 2008 NLO PDF grid for eigenvector   2.
 # distance(t),tolerance(T) =   3.38422  3.379717
 # mCharm = 1.40
 # mBottom = 4.75
 # alphaS(1GeV) = 0.49128
 # alphaS(MZ) = 0.12018
 # alphaSorder,alphaSnfmax = 1, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv
 -1.2828E+01  1.3276E+00  1.3324E+00  4.4957E-01  0.0000E+00  0.0000E+00  7.5651E-06  4.7692E-03 -7.3040E-04
 -1.3182E+01  1.2380E+00  1.2429E+00  3.7117E-01  0.0000E+00  0.0000E+00  1.5409E-05  4.8984E-03 -7.4223E-04
 -1.3106E+01  1.1882E+00  1.1932E+00  3.2949E-01  0.0000E+00  0.0000E+00  2.1852E-05  4.9952E-03 -7.5098E-04
 -1.2300E+01  1.1505E+00  1.1555E+00  3.0229E-01  0.0000E+00  0.0000E+00  3.1296E-05  5.1255E-03 -7.6260E-04
 -1.2300E+01  1.1505E+00  1.1555E+00  3.0229E-01 -1.0478E-08  0.0000E+00  3.1296E-05  5.1255E-03 -7.6260E-04
 -1.0804E+01  1.1502E+00  1.1554E+00  3.1043E-01  7.9333E-03  0.0000E+00  4.0001E-05  5.2336E-03 -7.7208E-04
 -8.5392E+00  1.1803E+00  1.1856E+00  3.4836E-01  4.6112E-02  0.0000E+00  4.8827E-05  5.3363E-03 -7.8097E-04
 -5.8125E+00  1.2329E+00  1.2383E+00  4.0745E-01  1.0543E-01  0.0000E+00  5.6782E-05  5.4239E-03 -7.8848E-04
 -2.4200E+00  1.3088E+00  1.3143E+00  4.8936E-01  1.8756E-01  0.0000E+00  6.4704E-05  5.5072E-03 -7.9555E-04
  2.1236E+00  1.4191E+00  1.4246E+00  6.0580E-01  3.0425E-01  0.0000E+00  7.3420E-05  5.5948E-03 -8.0292E-04
  6.9376E+00  1.5414E+00  1.5470E+00  7.3334E-01  4.3201E-01  0.0000E+00  8.1245E-05  5.6704E-03 -8.0922E-04
  1.2452E+01  1.6854E+00  1.6911E+00  8.8228E-01  5.8118E-01  0.0000E+00  8.9025E-05  5.7429E-03 -8.1521E-04
  1.7452E+01  1.8182E+00  1.8238E+00  1.0188E+00  7.1788E-01  0.0000E+00  9.5339E-05  5.8000E-03 -8.1990E-04
  3.8070E+01  2.3784E+00  2.3842E+00  1.5910E+00  1.2907E+00  0.0000E+00  1.1692E-04  5.9852E-03 -8.3488E-04
  3.8070E+01  2.3784E+00  2.3842E+00  1.5910E+00  1.2907E+00  5.6118E-08  1.1692E-04  5.9852E-03 -8.3488E-04
  4.3116E+01  2.5253E+00  2.5311E+00  1.7403E+00  1.4401E+00  1.7095E-01  1.2175E-04  6.0241E-03 -8.3799E-04
  5.9930E+01  3.0131E+00  3.0190E+00  2.2351E+00  1.9353E+00  6.6940E-01  1.3633E-04  6.1384E-03 -8.4703E-04
  8.0738E+01  3.6175E+00  3.6236E+00  2.8466E+00  2.5473E+00  1.2868E+00  1.5213E-04  6.2569E-03 -8.5627E-04
  1.0279E+02  4.2587E+00  4.2649E+00  3.4941E+00  3.1951E+00  1.9395E+00  1.6703E-04  6.3640E-03 -8.6453E-04
  1.2831E+02  5.0018E+00  5.0080E+00  4.2432E+00  3.9447E+00  2.6939E+00  1.8260E-04  6.4718E-03 -8.7275E-04
  1.5211E+02  5.6961E+00  5.7024E+00  4.9425E+00  4.6442E+00  3.3974E+00  1.9593E-04  6.5611E-03 -8.7948E-04
  1.8442E+02  6.6402E+00  6.6467E+00  5.8925E+00  5.5947E+00  4.3526E+00  2.1260E-04  6.6692E-03 -8.8754E-04
  2.1624E+02  7.5724E+00  7.5789E+00  6.8297E+00  6.5322E+00  5.2944E+00  2.2780E-04  6.7647E-03 -8.9458E-04
  2.4819E+02  8.5112E+00  8.5178E+00  7.7730E+00  7.4759E+00  6.2419E+00  2.4212E-04  6.8522E-03 -9.0097E-04
  2.9280E+02  9.8267E+00  9.8334E+00  9.0942E+00  8.7975E+00  7.5683E+00  2.6083E-04  6.9632E-03 -9.0898E-04
