 # Mon Nov 10 16:57:55 2008
 # MSTW 2008 NLO PDF grid for eigenvector   7.
 # distance(t),tolerance(T) =   5.54458  5.56379059
 # mCharm = 1.40
 # mBottom = 4.75
 # alphaS(1GeV) = 0.49128
 # alphaS(MZ) = 0.12018
 # alphaSorder,alphaSnfmax = 1, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv
 -1.6163E+01  1.2985E+00  1.3031E+00  4.6221E-01  0.0000E+00  0.0000E+00  1.1391E-05  4.6028E-03 -7.9821E-04
 -1.6672E+01  1.1901E+00  1.1948E+00  3.6453E-01  0.0000E+00  0.0000E+00  2.0237E-05  4.7294E-03 -8.1114E-04
 -1.6710E+01  1.1268E+00  1.1316E+00  3.0896E-01  0.0000E+00  0.0000E+00  2.7472E-05  4.8243E-03 -8.2070E-04
 -1.6045E+01  1.0717E+00  1.0766E+00  2.6386E-01  0.0000E+00  0.0000E+00  3.8038E-05  4.9520E-03 -8.3340E-04
 -1.6045E+01  1.0717E+00  1.0766E+00  2.6386E-01 -5.1151E-08  0.0000E+00  3.8038E-05  4.9520E-03 -8.3340E-04
 -1.4627E+01  1.0576E+00  1.0626E+00  2.5780E-01 -8.0633E-03  0.0000E+00  4.7737E-05  5.0581E-03 -8.4376E-04
 -1.2428E+01  1.0753E+00  1.0804E+00  2.8297E-01  1.6365E-02  0.0000E+00  5.7545E-05  5.1589E-03 -8.5348E-04
 -9.7495E+00  1.1180E+00  1.1231E+00  3.3176E-01  6.4561E-02  0.0000E+00  6.6367E-05  5.2449E-03 -8.6169E-04
 -6.3937E+00  1.1849E+00  1.1901E+00  4.0439E-01  1.3667E-01  0.0000E+00  7.5138E-05  5.3266E-03 -8.6941E-04
 -1.8786E+00  1.2862E+00  1.2915E+00  5.1161E-01  2.4337E-01  0.0000E+00  8.4772E-05  5.4127E-03 -8.7747E-04
  2.9202E+00  1.4013E+00  1.4067E+00  6.3166E-01  3.6300E-01  0.0000E+00  9.3410E-05  5.4869E-03 -8.8435E-04
  8.4290E+00  1.5388E+00  1.5442E+00  7.7385E-01  5.0481E-01  0.0000E+00  1.0199E-04  5.5581E-03 -8.9090E-04
  1.3431E+01  1.6667E+00  1.6721E+00  9.0533E-01  6.3601E-01  0.0000E+00  1.0894E-04  5.6142E-03 -8.9602E-04
  3.4101E+01  2.2129E+00  2.2186E+00  1.4630E+00  1.1928E+00  0.0000E+00  1.3268E-04  5.7962E-03 -9.1240E-04
  3.4101E+01  2.2129E+00  2.2186E+00  1.4630E+00  1.1928E+00  5.4644E-08  1.3268E-04  5.7962E-03 -9.1240E-04
  3.9175E+01  2.3572E+00  2.3629E+00  1.6096E+00  1.3393E+00  1.6656E-01  1.3797E-04  5.8345E-03 -9.1579E-04
  5.6086E+01  2.8382E+00  2.8440E+00  2.0973E+00  1.8265E+00  6.5464E-01  1.5396E-04  5.9469E-03 -9.2567E-04
  7.7022E+01  3.4368E+00  3.4427E+00  2.7026E+00  2.4315E+00  1.2626E+00  1.7126E-04  6.0634E-03 -9.3577E-04
  9.9215E+01  4.0740E+00  4.0799E+00  3.3457E+00  3.0742E+00  1.9081E+00  1.8755E-04  6.1687E-03 -9.4480E-04
