 # Mon Nov 10 17:07:45 2008
 # MSTW 2008 NLO PDF grid for eigenvector  -2.
 # distance(t),tolerance(T) =   3.79217  3.79903527
 # mCharm = 1.40
 # mBottom = 4.75
 # alphaS(1GeV) = 0.49128
 # alphaS(MZ) = 0.12018
 # alphaSorder,alphaSnfmax = 1, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv
 -7.7008E+00  1.2898E+00  1.2943E+00  4.8756E-01  0.0000E+00  0.0000E+00  7.5124E-06  4.5036E-03 -7.3385E-04
 -7.6776E+00  1.2361E+00  1.2407E+00  4.4410E-01  0.0000E+00  0.0000E+00  1.5341E-05  4.6285E-03 -7.4574E-04
 -7.3007E+00  1.2131E+00  1.2178E+00  4.2853E-01  0.0000E+00  0.0000E+00  2.1770E-05  4.7222E-03 -7.5453E-04
 -6.0740E+00  1.2114E+00  1.2162E+00  4.3648E-01  0.0000E+00  0.0000E+00  3.1196E-05  4.8484E-03 -7.6621E-04
 -6.0740E+00  1.2114E+00  1.2162E+00  4.3648E-01  7.2251E-08  0.0000E+00  3.1196E-05  4.8484E-03 -7.6621E-04
 -4.2697E+00  1.2412E+00  1.2461E+00  4.7393E-01  4.1014E-02  0.0000E+00  3.9885E-05  4.9531E-03 -7.7573E-04
 -1.6978E+00  1.2996E+00  1.3046E+00  5.3946E-01  1.0896E-01  0.0000E+00  4.8695E-05  5.0527E-03 -7.8467E-04
  1.2999E+00  1.3762E+00  1.3812E+00  6.2192E-01  1.9344E-01  0.0000E+00  5.6637E-05  5.1377E-03 -7.9221E-04
  4.9567E+00  1.4747E+00  1.4798E+00  7.2592E-01  2.9932E-01  0.0000E+00  6.4545E-05  5.2185E-03 -7.9931E-04
  9.7842E+00  1.6086E+00  1.6138E+00  8.6547E-01  4.4081E-01  0.0000E+00  7.3246E-05  5.3035E-03 -8.0672E-04
  1.4847E+01  1.7512E+00  1.7564E+00  1.0128E+00  5.8982E-01  0.0000E+00  8.1057E-05  5.3769E-03 -8.1305E-04
  2.0603E+01  1.9146E+00  1.9199E+00  1.1807E+00  7.5926E-01  0.0000E+00  8.8824E-05  5.4473E-03 -8.1906E-04
  2.5796E+01  2.0625E+00  2.0679E+00  1.3321E+00  9.1185E-01  0.0000E+00  9.5128E-05  5.5028E-03 -8.2377E-04
  4.7034E+01  2.6715E+00  2.6771E+00  1.9521E+00  1.5356E+00  0.0000E+00  1.1668E-04  5.6827E-03 -8.3883E-04
  4.7034E+01  2.6715E+00  2.6771E+00  1.9521E+00  1.5356E+00  6.0817E-08  1.1668E-04  5.6827E-03 -8.3883E-04
  5.2187E+01  2.8287E+00  2.8343E+00  2.1115E+00  1.6958E+00  1.8506E-01  1.2149E-04  5.7206E-03 -8.4195E-04
  6.9322E+01  3.3463E+00  3.3519E+00  2.6355E+00  2.2221E+00  7.1922E-01  1.3605E-04  5.8317E-03 -8.5103E-04
  9.0461E+01  3.9811E+00  3.9868E+00  3.2767E+00  2.8656E+00  1.3730E+00  1.5183E-04  5.9470E-03 -8.6032E-04
  1.1281E+02  4.6493E+00  4.6551E+00  3.9506E+00  3.5415E+00  2.0579E+00  1.6670E-04  6.0513E-03 -8.6862E-04
  1.3862E+02  5.4190E+00  5.4249E+00  4.7259E+00  4.3188E+00  2.8442E+00  1.8225E-04  6.1562E-03 -8.7688E-04
  1.6267E+02  6.1350E+00  6.1411E+00  5.4465E+00  5.0410E+00  3.5736E+00  1.9556E-04  6.2432E-03 -8.8364E-04
  1.9526E+02  7.1051E+00  7.1112E+00  6.4219E+00  6.0183E+00  4.5596E+00  2.1220E-04  6.3485E-03 -8.9174E-04
  2.2731E+02  8.0598E+00  8.0659E+00  7.3812E+00  6.9792E+00  5.5280E+00  2.2738E-04  6.4416E-03 -8.9881E-04
  2.5948E+02  9.0189E+00  9.0251E+00  8.3444E+00  7.9440E+00  6.4995E+00  2.4168E-04  6.5269E-03 -9.0523E-04
  3.0435E+02  1.0360E+01  1.0366E+01  9.6903E+00  9.2917E+00  7.8557E+00  2.6036E-04  6.6350E-03 -9.1328E-04
  3.5075E+02  1.1751E+01  1.1757E+01  1.1086E+01  1.0689E+01  9.2609E+00  2.7847E-04  6.7368E-03 -9.2076E-04
  3.9812E+02  1.3175E+01  1.3182E+01  1.2515E+01  1.2120E+01  1.0699E+01  2.9592E-04  6.8322E-03 -9.2769E-04
  4.4932E+02  1.4722E+01  1.4728E+01  1.4066E+01  1.3672E+01  1.2258E+01  3.1383E-04  6.9276E-03 -9.3456E-04
  5.0324E+02  1.6358E+01  1.6364E+01  1.5706E+01  1.5314E+01  1.3906E+01  3.3181E-04  7.0211E-03 -9.4121E-04
  5.5798E+02  1.8027E+01  1.8034E+01  1.7379E+01  1.6988E+01  1.5587E+01  3.4928E-04  7.1097E-03 -9.4744E-04
  6.1272E+02  1.9704E+01  1.9711E+01  1.9059E+01  1.8670E+01  1.7274E+01  3.6610E-04  7.1934E-03 -9.5328E-04
  6.7117E+02  2.1504E+01  2.1511E+01  2.0863E+01  2.0474E+01  1.9085E+01  3.8341E-04  7.2776E-03 -9.5909E-04
  7.3184E+02  2.3382E+01  2.3389E+01  2.2744E+01  2.2357E+01  2.0974E+01  4.0080E-04  7.3607E-03 -9.6477E-04
  7.9256E+02  2.5272E+01  2.5279E+01  2.4638E+01  2.4252E+01  2.2873E+01  4.1767E-04  7.4398E-03 -9.7013E-04
  8.5283E+02  2.7158E+01  2.7165E+01  2.6526E+01  2.6142E+01  2.4768E+01  4.3396E-04  7.5148E-03 -9.7517E-04
  9.1641E+02  2.9159E+01  2.9166E+01  2.8530E+01  2.8146E+01  2.6778E+01  4.5071E-04  7.5907E-03 -9.8022E-04
  9.8198E+02  3.1233E+01  3.1240E+01  3.0607E+01  3.0224E+01  2.8861E+01  4.6756E-04  7.6658E-03 -9.8517E-04
  1.0472E+03  3.3307E+01  3.3314E+01  3.2683E+01  3.2302E+01  3.0943E+01  4.8393E-04  7.7376E-03 -9.8988E-04
  1.1115E+03  3.5362E+01  3.5370E+01  3.4741E+01  3.4361E+01  3.3006E+01  4.9974E-04  7.8060E-03 -9.9431E-04
  1.1788E+03  3.7529E+01  3.7536E+01  3.6910E+01  3.6530E+01  3.5180E+01  5.1600E-04  7.8754E-03 -9.9878E-04
  1.2479E+03  3.9760E+01  3.9767E+01  3.9144E+01  3.8765E+01  3.7419E+01  5.3236E-04  7.9442E-03 -1.0032E-03
  1.3162E+03  4.1982E+01  4.1989E+01  4.1368E+01  4.0990E+01  3.9648E+01  5.4827E-04  8.0103E-03 -1.0074E-03
  1.3833E+03  4.4174E+01  4.4181E+01  4.3563E+01  4.3186E+01  4.1847E+01  5.6365E-04  8.0734E-03 -1.0113E-03
  1.4533E+03  4.6472E+01  4.6479E+01  4.5862E+01  4.5486E+01  4.4152E+01  5.7945E-04  8.1375E-03 -1.0154E-03
  1.5250E+03  4.8839E+01  4.8846E+01  4.8232E+01  4.7856E+01  4.6526E+01  5.9540E-04  8.2013E-03 -1.0193E-03
  1.5955E+03  5.1176E+01  5.1184E+01  5.0571E+01  5.0196E+01  4.8869E+01  6.1087E-04  8.2626E-03 -1.0231E-03
  1.6647E+03  5.3483E+01  5.3491E+01  5.2880E+01  5.2507E+01  5.1183E+01  6.2586E-04  8.3213E-03 -1.0267E-03
  1.7366E+03  5.5892E+01  5.5900E+01  5.5291E+01  5.4918E+01  5.3598E+01  6.4127E-04  8.3811E-03 -1.0303E-03
 -6.2937E+00  1.1103E+00  1.1158E+00  4.1958E-01  0.0000E+00  0.0000E+00  2.3732E-05  5.5352E-03 -8.4310E-04
 -6.1303E+00  1.0725E+00  1.0781E+00  3.9065E-01  0.0000E+00  0.0000E+00  3.9378E-05  5.6931E-03 -8.5664E-04
 -5.6580E+00  1.0602E+00  1.0660E+00  3.8479E-01  0.0000E+00  0.0000E+00  5.2077E-05  5.8117E-03 -8.6664E-04
 -4.3531E+00  1.0703E+00  1.0762E+00  4.0319E-01  0.0000E+00  0.0000E+00  7.0496E-05  5.9716E-03 -8.7990E-04
 -4.3531E+00  1.0703E+00  1.0762E+00  4.0319E-01  8.9645E-08  0.0000E+00  7.0496E-05  5.9716E-03 -8.7990E-04
 -2.5765E+00  1.1064E+00  1.1124E+00  4.4595E-01  4.6558E-02  0.0000E+00  8.7228E-05  6.1046E-03 -8.9069E-04
 -1.3193E-01  1.1670E+00  1.1731E+00  5.1268E-01  1.1562E-01  0.0000E+00  1.0406E-04  6.2312E-03 -9.0080E-04
  2.6485E+00  1.2416E+00  1.2478E+00  5.9245E-01  1.9732E-01  0.0000E+00  1.1915E-04  6.3393E-03 -9.0933E-04
  5.9787E+00  1.3344E+00  1.3407E+00  6.9002E-01  2.9670E-01  0.0000E+00  1.3409E-04  6.4422E-03 -9.1735E-04
  1.0305E+01  1.4576E+00  1.4639E+00  8.1801E-01  4.2656E-01  0.0000E+00  1.5044E-04  6.5507E-03 -9.2569E-04
  1.4783E+01  1.5863E+00  1.5928E+00  9.5089E-01  5.6102E-01  0.0000E+00  1.6506E-04  6.6443E-03 -9.3282E-04
  1.9815E+01  1.7318E+00  1.7383E+00  1.1002E+00  7.1187E-01  0.0000E+00  1.7954E-04  6.7342E-03 -9.3959E-04
  2.4313E+01  1.8621E+00  1.8687E+00  1.2336E+00  8.4637E-01  0.0000E+00  1.9126E-04  6.8052E-03 -9.4488E-04
  4.2420E+01  2.3897E+00  2.3965E+00  1.7706E+00  1.3870E+00  0.0000E+00  2.3106E-04  7.0354E-03 -9.6176E-04
  4.2420E+01  2.3897E+00  2.3965E+00  1.7706E+00  1.3870E+00  5.2264E-08  2.3106E-04  7.0354E-03 -9.6176E-04
  4.6751E+01  2.5241E+00  2.5309E+00  1.9069E+00  1.5241E+00  1.5890E-01  2.3989E-04  7.0839E-03 -9.6525E-04
  6.1036E+01  2.9630E+00  2.9700E+00  2.3514E+00  1.9707E+00  6.1357E-01  2.6648E-04  7.2265E-03 -9.7541E-04
  7.8450E+01  3.4953E+00  3.5024E+00  2.8893E+00  2.5108E+00  1.1636E+00  2.9516E-04  7.3745E-03 -9.8577E-04
  9.6661E+01  4.0500E+00  4.0572E+00  3.4489E+00  3.0723E+00  1.7340E+00  3.2207E-04  7.5085E-03 -9.9502E-04
  1.1749E+02  4.6833E+00  4.6905E+00  4.0869E+00  3.7123E+00  2.3827E+00  3.5007E-04  7.6436E-03 -1.0042E-03
  1.3673E+02  5.2678E+00  5.2752E+00  4.6754E+00  4.3023E+00  2.9798E+00  3.7395E-04  7.7556E-03 -1.0117E-03
  1.6259E+02  6.0539E+00  6.0613E+00  5.4660E+00  5.0948E+00  3.7807E+00  4.0370E-04  7.8913E-03 -1.0207E-03
  1.8783E+02  6.8218E+00  6.8293E+00  6.2379E+00  5.8683E+00  4.5615E+00  4.3074E-04  8.0114E-03 -1.0285E-03
  2.1297E+02  7.5885E+00  7.5961E+00  7.0082E+00  6.6400E+00  5.3398E+00  4.5612E-04  8.1215E-03 -1.0356E-03
  2.4778E+02  8.6532E+00  8.6610E+00  8.0774E+00  7.7109E+00  6.4189E+00  4.8916E-04  8.2614E-03 -1.0445E-03
