 # Mon Nov 10 17:12:57 2008
 # MSTW 2008 NLO PDF grid for eigenvector  -7.
 # distance(t),tolerance(T) =   2.78497  2.77966418
 # mCharm = 1.40
 # mBottom = 4.75
 # alphaS(1GeV) = 0.49128
 # alphaS(MZ) = 0.12018
 # alphaSorder,alphaSnfmax = 1, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv
 -7.6205E+00  1.3155E+00  1.3202E+00  4.7014E-01  0.0000E+00  0.0000E+00  6.0407E-06  4.6621E-03 -6.9878E-04
 -7.6347E+00  1.2601E+00  1.2649E+00  4.2555E-01  0.0000E+00  0.0000E+00  1.3431E-05  4.7895E-03 -7.1010E-04
 -7.2932E+00  1.2356E+00  1.2405E+00  4.0887E-01  0.0000E+00  0.0000E+00  1.9513E-05  4.8851E-03 -7.1847E-04
 -6.1246E+00  1.2315E+00  1.2365E+00  4.1495E-01  0.0000E+00  0.0000E+00  2.8446E-05  5.0137E-03 -7.2959E-04
 -6.1246E+00  1.2315E+00  1.2365E+00  4.1495E-01  6.7121E-08  0.0000E+00  2.8446E-05  5.0137E-03 -7.2959E-04
 -4.3752E+00  1.2589E+00  1.2640E+00  4.5047E-01  3.8830E-02  0.0000E+00  3.6697E-05  5.1204E-03 -7.3866E-04
 -1.8642E+00  1.3149E+00  1.3200E+00  5.1389E-01  1.0449E-01  0.0000E+00  4.5073E-05  5.2219E-03 -7.4717E-04
  1.0746E+00  1.3890E+00  1.3943E+00  5.9431E-01  1.8679E-01  0.0000E+00  5.2631E-05  5.3084E-03 -7.5435E-04
  4.6690E+00  1.4851E+00  1.4904E+00  6.9614E-01  2.9037E-01  0.0000E+00  6.0163E-05  5.3907E-03 -7.6112E-04
  9.4239E+00  1.6162E+00  1.6216E+00  8.3319E-01  4.2923E-01  0.0000E+00  6.8457E-05  5.4773E-03 -7.6817E-04
  1.4418E+01  1.7562E+00  1.7616E+00  9.7820E-01  5.7577E-01  0.0000E+00  7.5907E-05  5.5520E-03 -7.7419E-04
  2.0103E+01  1.9169E+00  1.9224E+00  1.1436E+00  7.4265E-01  0.0000E+00  8.3319E-05  5.6236E-03 -7.7992E-04
  2.5236E+01  2.0625E+00  2.0681E+00  1.2930E+00  8.9310E-01  0.0000E+00  8.9337E-05  5.6801E-03 -7.8441E-04
  4.6258E+01  2.6636E+00  2.6693E+00  1.9055E+00  1.5092E+00  0.0000E+00  1.0993E-04  5.8631E-03 -7.9875E-04
  4.6258E+01  2.6636E+00  2.6693E+00  1.9055E+00  1.5092E+00  6.0108E-08  1.0993E-04  5.8631E-03 -7.9875E-04
  5.1364E+01  2.8189E+00  2.8246E+00  2.0631E+00  1.6675E+00  1.8292E-01  1.1453E-04  5.9016E-03 -8.0171E-04
  6.8352E+01  3.3307E+00  3.3366E+00  2.5817E+00  2.1882E+00  7.1127E-01  1.2846E-04  6.0147E-03 -8.1036E-04
  8.9325E+01  3.9591E+00  3.9650E+00  3.2169E+00  2.8255E+00  1.3585E+00  1.4357E-04  6.1318E-03 -8.1921E-04
