 # Mon Nov 10 18:26:06 2008
 # MSTW 2008 NNLO PDF grid for eigenvector   16.
 # distance(t),tolerance(T) =   2.59551  2.64628955
 # mCharm = 1.40
 # mBottom = 4.75
 # alphaS(1GeV) = 0.45077
 # alphaS(MZ) = 0.11707
 # alphaSorder,alphaSnfmax = 2, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv         xcv         xbv
 -1.7282E+01  7.1435E-01  7.1897E-01  2.7720E-01  0.0000E+00  0.0000E+00 -4.0935E-07  4.6190E-03 -6.2347E-04  0.0000E+00  0.0000E+00
 -2.0257E+01  6.4361E-01  6.4834E-01  2.1007E-01  0.0000E+00  0.0000E+00  2.1032E-05  4.7597E-03 -6.1926E-04  0.0000E+00  0.0000E+00
 -2.2400E+01  6.0122E-01  6.0603E-01  1.7027E-01  0.0000E+00  0.0000E+00  3.6749E-05  4.8634E-03 -6.1668E-04  0.0000E+00  0.0000E+00
 -2.4911E+01  5.6311E-01  5.6803E-01  1.3549E-01  0.0000E+00  0.0000E+00  5.7526E-05  5.0009E-03 -6.1389E-04  0.0000E+00  0.0000E+00
 -2.4818E+01  5.6328E-01  5.6821E-01  1.3584E-01 -2.0665E-01  0.0000E+00  5.8137E-05  5.0074E-03 -6.1433E-04  2.3475E-11  0.0000E+00
 -2.6287E+01  5.5961E-01  5.6463E-01  1.3475E-01 -2.1328E-01  0.0000E+00  7.5443E-05  5.1180E-03 -6.1220E-04  9.1732E-06  0.0000E+00
 -2.7046E+01  5.7625E-01  5.8135E-01  1.5379E-01 -1.9831E-01  0.0000E+00  9.1819E-05  5.2233E-03 -6.1068E-04  1.6986E-05  0.0000E+00
 -2.7061E+01  6.0929E-01  6.1447E-01  1.8883E-01 -1.6660E-01  0.0000E+00  1.0568E-04  5.3125E-03 -6.0970E-04  2.3273E-05  0.0000E+00
 -2.6409E+01  6.5938E-01  6.6463E-01  2.4077E-01 -1.1771E-01  0.0000E+00  1.1878E-04  5.3969E-03 -6.0900E-04  2.8942E-05  0.0000E+00
 -2.4888E+01  7.3456E-01  7.3987E-01  3.1785E-01 -4.3740E-02  0.0000E+00  1.3250E-04  5.4851E-03 -6.0852E-04  3.4606E-05  0.0000E+00
 -2.2791E+01  8.1993E-01  8.2531E-01  4.0483E-01  4.0646E-02  0.0000E+00  1.4430E-04  5.5609E-03 -6.0829E-04  3.9258E-05  0.0000E+00
 -1.9980E+01  9.2234E-01  9.2778E-01  5.0875E-01  1.4216E-01  0.0000E+00  1.5559E-04  5.6333E-03 -6.0823E-04  4.3523E-05  0.0000E+00
 -1.7175E+01  1.0180E+00  1.0235E+00  6.0560E-01  2.3715E-01  0.0000E+00  1.6448E-04  5.6902E-03 -6.0827E-04  4.6759E-05  0.0000E+00
 -4.0262E+00  1.4316E+00  1.4372E+00  1.0229E+00  6.4871E-01  0.0000E+00  1.9332E-04  5.8733E-03 -6.0897E-04  5.6544E-05  0.0000E+00
 -2.9299E+00  1.4318E+00  1.4375E+00  1.0232E+00  6.4889E-01 -4.0773E-01  1.9373E-04  5.8762E-03 -6.0911E-04  5.6581E-05  5.5866E-13
  3.5891E-01  1.5450E+00  1.5506E+00  1.1370E+00  7.6164E-01 -2.8112E-01  1.9980E-04  5.9138E-03 -6.0929E-04  5.8516E-05  1.6693E-06
  1.2499E+01  1.9235E+00  1.9293E+00  1.5177E+00  1.1391E+00  9.3977E-02  2.1793E-04  6.0257E-03 -6.1008E-04  6.4013E-05  5.7399E-06
  2.8239E+01  2.3981E+00  2.4040E+00  1.9945E+00  1.6127E+00  5.6682E-01  2.3687E-04  6.1412E-03 -6.1112E-04  6.9396E-05  9.6805E-06
  4.5540E+01  2.9076E+00  2.9135E+00  2.5059E+00  2.1213E+00  1.0749E+00  2.5415E-04  6.2454E-03 -6.1224E-04  7.4012E-05  1.3002E-05
  6.6130E+01  3.5042E+00  3.5103E+00  3.1044E+00  2.7172E+00  1.6703E+00  2.7173E-04  6.3501E-03 -6.1353E-04  7.8436E-05  1.6132E-05
